"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"F10F2.1",9887.74483891696,1.5395009782976,0.0902747748297112,17.0535011713031,3.29209322451597e-65,4.8337804815568e-61
"D2030.6",6984.69215202308,-1.5370028318938,0.117613621784531,-13.0682382582317,5.00103442333854e-39,3.67150942189399e-35
"Y67D2.2",947.775182606214,2.56457016316718,0.209807928888352,12.2234187085079,2.33072929711219e-34,1.14073660898328e-30
"C16C8.16",1108.00244484055,-13.0652109612499,1.18576336399416,-11.0183965519399,3.11559419272692e-28,1.14365673829523e-24
"ZK228.3",319.240302969801,-2.74596008176837,0.254699429602225,-10.7811787645416,4.22437265197004e-27,1.24052927297752e-23
"R12E2.10",9228.86269731944,1.22960429307427,0.12743569113102,9.64882194431766,4.97236439032201e-22,1.21682043905163e-18
"F16B4.6",176.786802837394,3.14911290462051,0.332369107361596,9.47474610266494,2.67410225741499e-21,5.60912049223204e-18
"F07A11.4",444.794978398215,-1.83606865530086,0.194424596472255,-9.44360275713819,3.60177459480688e-21,6.61060704694368e-18
"C16C8.14",248.603451810953,-11.3515199005433,1.22042624235806,-9.30127483870743,1.38771673600353e-20,2.26398275941554e-17
"Y56A3A.5",277.033696303988,2.93890353571236,0.354970868943182,8.27928090116818,1.23921308539087e-16,1.81953657327941e-13
"C16C8.20",69.6951947658947,-10.1322318107663,1.23025950173595,-8.23584926307759,1.78288303829406e-16,2.37982469557015e-13
"M142.1",102.150840424154,2.04830770736765,0.251975363872238,8.12899989860211,4.32846676510323e-16,5.29623979266757e-13
"Y6B3B.4",2751.12758634592,1.36991309373231,0.169396043184824,8.08704304998213,6.11306643461201e-16,6.90447341995447e-13
"H31G24.3",641.698707021045,1.21126777685746,0.154022919685329,7.86420475168306,3.71449564785562e-15,3.89570997124743e-12
"F28H1.1",339.193972225279,1.60181814045591,0.206019060009554,7.77509683027202,7.53897157461912e-15,7.37964797534217e-12
"D2005.4",2309.4925891629,-1.08521366795735,0.145526471598651,-7.45715646119883,8.84096964216309e-14,8.11324732849254e-11
"F26F4.8",502.171742145854,1.07243448919465,0.145914780872416,7.34973169121474,1.98605114748354e-13,1.71536405873534e-10
"trK08A2.6",49.6735993135226,-9.62771746891063,1.31761943049399,-7.30690307542075,2.7336959489151e-13,2.22993653432891e-10
"WBTransposon00000111",431.275343682063,-1.25566452895669,0.17270283128999,-7.27066556800257,3.57720563509289e-13,2.76442686000363e-10
"C18E3.7",7868.32531804632,0.745076459169384,0.10271484538043,7.25383420877288,4.05135982255604e-13,2.97430581372952e-10
"psY23H5A.1",561.273158197022,1.44034378356901,0.20413075047109,7.05598632369207,1.71380682335363e-12,1.19827740891911e-09
"C16C8.21",31.5026872977133,-9.26817093356769,1.31719732054856,-7.03628134447455,1.97438086042787e-12,1.28015922126989e-09
"C17B7.5",107.714614314552,-2.75548662746054,0.391731784350633,-7.03411552888991,2.00528925214245e-12,1.28015922126989e-09
"Y8A9A.2",371.797991448746,4.3135953332361,0.617866018004034,6.98144129559159,2.92166989333602e-12,1.78745329349387e-09
"T26E3.7",347.45363467337,2.28871943209439,0.332310772720178,6.88728629938699,5.68667046792937e-12,3.33989529922428e-09
"C36C5.5",353.14514532144,-2.23998076425171,0.326267855626737,-6.86546567680982,6.627469893142e-12,3.74273617080784e-09
"psY39E4B.14",258.260637500526,1.76001148532894,0.260652230211829,6.75233618334514,1.45483287251066e-11,7.91159669150891e-09
"F14F9.3",103.045609618493,-2.17862363167501,0.323655444589391,-6.73130536839551,1.68147648135741e-11,8.81754256277531e-09
"F32D1.10",11885.8554466207,0.732972893624648,0.10905192482905,6.72132009383287,1.80085490196877e-11,9.11791466400257e-09
"F49E11.11",130.760297502563,3.03195652940067,0.452642734881995,6.69834351851711,2.1079528037771e-11,1.03170236726197e-08
"F41G3.10",679.839018385788,2.17954389277357,0.327218374519849,6.66082366545514,2.72297188156785e-11,1.28972245603422e-08
"T23G5.1",8903.39975941335,0.783352508184259,0.119856460320957,6.53575540347649,6.32892770071547e-11,2.90398891967516e-08
"E01A2.6",2037.5486230346,0.704910826286633,0.108012510327158,6.52619612442608,6.74609751061056e-11,3.00160453782712e-08
"MTCE.16",1423.8550020255,-5.56561235024923,0.855118570483484,-6.50858552528269,7.58617146940233e-11,3.27611046133042e-08
"C14B9.4",8323.90376842194,0.585627680099215,0.0908130236269451,6.44871910118246,1.12799404428882e-10,4.73209615779794e-08
"C39E9.2",187.685492157995,3.10515537972955,0.490520936094719,6.33032180940375,2.44650405470057e-10,9.97833862088012e-08
"T10H9.2",246.017518252311,-1.40397742690305,0.22271813729181,-6.30383068022668,2.90377710348453e-10,1.13174307757842e-07
"F33H1.2",6288.32625529968,0.856182320565741,0.135957163127227,6.29744178881209,3.02597938021713e-10,1.13174307757842e-07
"T20D4.5",39.9830250298807,-3.22106699486132,0.511597458935978,-6.29609654739198,3.05234299956731e-10,1.13174307757842e-07
"F01D4.2",2593.43851323416,-1.23095707259171,0.19561211390095,-6.29284683879554,3.1169585404811e-10,1.13174307757842e-07
"C09G9.6",3610.70400930713,0.944316137214695,0.150120788062798,6.29037556623853,3.1669882418832e-10,1.13174307757842e-07
"K08E5.1",211.119987214183,1.56873496754564,0.249521770031254,6.28696633303437,3.23729546130175e-10,1.13174307757842e-07
"C18E3.6",2656.9879136752,0.79341357067827,0.127022160922322,6.24626100608909,4.20394462448406e-10,1.43550044003022e-07
"C50B6.7",547.50304428678,1.59714505786732,0.255873337961999,6.24193622746468,4.32187169282704e-10,1.44222822876771e-07
"D2085.1",6672.94047724284,0.704102871271041,0.112995300159962,6.23125802820361,4.62704259444518e-10,1.50975258698308e-07
"F29G9.7",260.770526688165,1.19781676760083,0.195868423725414,6.1154153631217,9.63057859905141e-10,3.07403881673635e-07
"F37D6.3",212.046095807107,2.66350130059434,0.435849052599554,6.11106364625159,9.89692829870919e-10,3.09184251510526e-07
"Y51F10.2",3829.95913683837,0.827000803414707,0.135705297970609,6.0940937147039,1.10059174093079e-09,3.36666427751807e-07
