"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00009478","syx-7","ALG",1197.982,1223.546,1170.362,1347.968,1.04,0.836
"WBGene00235271","C49C8.8","unk",0,1.755,0,0,-5.053,NA
"WBGene00015601","fbxa-166","WAGO",2.48,10.642,11.035,9.065,1.498,0.837
"WBGene00008716","F11F1.4","unk",0,0,1.002,0.92,5.019,NA
"WBGene00006865","slcf-2","unk",43.477,42.714,35.118,36.966,-1.195,0.837
"WBGene00010878","M05D6.5","unk",392.269,408.163,368.05,386.17,-1.062,0.837
"WBGene00006146","str-87","unk",0,1.774,1.003,3.624,2.501,NA
"WBGene00001510","fzr-1","CSR",2066.761,1810.282,1884.548,1858.359,-1.035,0.837
"WBGene00007702","C24H11.5","unk",184.85,179.613,163.672,170.369,-1.09,0.837
"WBGene00015259","dod-20","unk",8.681,5.322,6.019,2.719,-1.599,0.837
"WBGene00271804","F11D11.22","unk",0,0,0,1.891,5.013,NA
"WBGene00014975","Y116A8A.10","unk",36.962,13.137,26.059,12.02,-1.304,0.837
"WBGene00044323","tag-281","CSR",194.376,183.397,180.366,166.269,-1.089,0.837
"WBGene00020829","T26C11.3","unk",0,1.752,0,0,-5.036,NA
"WBGene00018924","F56A11.4","unk",13.806,8.615,9.761,5.861,-1.44,0.837
"WBGene00018810","F54D10.9","unk",4.964,0,0,1.809,-2.663,NA
"WBGene00009588","F40F11.3","unk",880.276,844.432,888.611,909.071,1.043,0.837
"WBGene00011558","ostf-4","unk",46.707,60.14,47.608,43.575,-1.175,0.837
"WBGene00235391","F38A5.22","unk",34.279,33.744,50.063,32.057,1.206,0.837
"WBGene00044211","Y60A3A.25","unk",17.386,8.894,14.047,20.755,1.341,0.837
"WBGene00018022","ceh-87","unk",0,1.751,0,0,-5.029,NA
"WBGene00044486","Y54G2A.42","WAGO",1.241,1.776,1.003,0,-3.094,NA
"WBGene00019158","H05C05.2","CSR",959.769,984.185,956.144,911.055,-1.042,0.837
"WBGene00021001","W03F9.3","WAGO",0,0,1.003,0.915,4.991,NA
"WBGene00021484","Y40A1A.2","unk",0,1.749,0,0,-5.023,NA
"WBGene00003950","pbs-4","CSR",4029.921,3809.586,3786.975,3846.654,-1.027,0.837
"WBGene00196465","Y51F10.12","unk",0,1.558,1.991,2.228,2.569,NA
"WBGene00019582","K09F5.1","unk",0,0,1.005,0.912,4.99,NA
"WBGene00206360","T13C5.10","unk",0,1.749,0,0,-5.019,NA
"WBGene00017000","D1005.6","unk",2.468,6.149,1.002,3.682,-1.849,0.837
"WBGene00009757","F46B3.2","unk",0,1.749,0,0,-5.019,NA
"WBGene00021201","Y17G9B.4","WAGO",231.361,200.576,233.172,232.656,1.081,0.838
"WBGene00021179","fbxa-86","unk",0,0,1.003,0.913,4.984,NA
"WBGene00009558","F39B2.8","WAGO",98.126,112.107,93.311,94.693,-1.12,0.838
"WBGene00271802","F10G2.11","unk",0,0,1.003,0.913,4.979,NA
"WBGene00304215","F17A2.16","unk",0,0,1.003,0.912,4.977,NA
"WBGene00005668","sru-5","unk",0,0,1.003,0.912,4.976,NA
"WBGene00005342","srh-125","unk",0,0,1.003,0.912,4.975,NA
"WBGene00005639","srm-2","unk",0,0,1.003,0.911,4.972,NA
"WBGene00014152","ZK930.2","unk",176.685,178.766,180.478,206.243,1.088,0.838
"WBGene00018218","F40A3.3","unk",1609.705,1385.193,1398.441,1481.441,-1.038,0.838
"WBGene00219239","K05F6.14","unk",4.93,2.629,3.007,0.924,-1.918,0.838
"WBGene00009869","F49C5.7","unk",0,0,1.003,0.911,4.971,NA
"WBGene00016409","sumv-1","CSR",3077.055,2931.353,2978.409,2862.369,-1.028,0.838
"WBGene00006135","str-74","unk",0,0,1.003,0.91,4.968,NA
"WBGene00008832","obr-2","ALG",388.339,402.159,417.334,420.819,1.06,0.838
"WBGene00016037","dop-6","unk",11.182,24.924,10.034,17.122,-1.339,0.838
"WBGene00010259","ric-7","CSR",1484.985,1800.729,1667.29,1747.285,1.039,0.838
"WBGene00011836","mam-4","unk",29.823,24.933,41.139,26.119,1.23,0.838
"WBGene00015712","sre-11","unk",0,0,1.003,0.909,4.96,NA
"WBGene00020917","W01B11.6","unk",476.561,519.072,555.297,497.001,1.055,0.838
"WBGene00014093","ZK829.1","unk",7.431,1.77,13.039,1.82,1.642,0.838
"WBGene00020546","zig-13","unk",0,0,1.003,0.908,4.955,NA
"WBGene00017877","F28A10.9","unk",0,0,1.003,0.908,4.954,NA
"WBGene00010352","fbxb-76","unk",0,1.742,0,0,-4.984,NA
"WBGene00011040","arv-1","ALG",678.723,757.321,695.901,812.49,1.049,0.839
"WBGene00010016","F54B8.1","unk",0,1.741,0,0,-4.983,NA
"WBGene00017189","F07B7.8","WAGO",0,1.741,0,0,-4.983,NA
"WBGene00019442","K06C4.1","WAGO",0,1.741,0,0,-4.983,NA
"WBGene00010088","F55B12.2","unk",1.238,1.767,1.003,0,-3.077,NA
"WBGene00010009","F53H4.4","unk",50.878,48.306,39.772,44.24,-1.179,0.839
"WBGene00077659","F11D11.19","unk",0,1.741,0,0,-4.98,NA
"WBGene00006676","twk-23","unk",9.571,8.233,9.23,2.673,-1.518,0.839
"WBGene00010318","F59B10.2","unk",3.724,3.555,2.007,1.807,-1.909,0.839
"WBGene00015720","C13A2.3","unk",0,0,1.003,0.906,4.947,NA
"WBGene00000648","col-72","unk",0,0,0,1.88,4.951,NA
"WBGene00019968","R08F11.4","unk",18.594,23.042,14.043,18.15,-1.296,0.839
"WBGene00009563","F39H2.3","unk",1412.204,1320.542,1304.914,1329.435,-1.037,0.839
"WBGene00000932","dao-6","unk",9.201,6.474,3.981,6.198,-1.541,0.839
"WBGene00021578","Y46B2A.3","unk",4.976,0,2.007,7.182,1.922,0.839
"WBGene00009217","spe-45","unk",0,0,1.003,0.905,4.939,NA
"WBGene00019107","irld-10","unk",0,0,1.003,0.904,4.936,NA
"WBGene00019961","R08E5.1","unk",6.188,27.626,21.609,23.792,1.32,0.839
"WBGene00018230","mage-1","CSR",1375.883,1189.141,1316.582,1344.407,1.039,0.839
"WBGene00022766","cblc-1","CSR",966.308,970.174,954.872,1061.877,1.042,0.839
"WBGene00001662","gop-3","CSR",1990.481,1827.748,1909.152,1782.627,-1.034,0.839
"WBGene00022465","ift-20","unk",7.345,7.785,6.007,3.773,-1.551,0.839
"WBGene00023313","H28G03.5","WAGO",4.952,0,0,1.822,-2.639,NA
"WBGene00011073","R07A4.2","unk",13.581,24.621,19.048,10.107,-1.324,0.839
"WBGene00008450","E01G6.2","unk",86.678,85.782,68.201,83.767,-1.134,0.839
"WBGene00000869","cyc-1","CSR",5486.353,5409.143,5542.718,5609.172,1.024,0.839
"WBGene00007288","C04A11.5","unk",12.281,3.442,7.026,2.828,-1.576,0.839
"WBGene00022744","ZK470.1","unk",2.476,3.535,0,2.735,-2.182,NA
"WBGene00077751","irld-27","unk",3.722,3.551,2.006,1.81,-1.906,0.839
"WBGene00021035","W05F2.3","CSR",1635.602,1772.109,1705.48,1591.186,-1.035,0.839
"WBGene00235312","F28A12.10","unk",0,0,0,1.869,4.93,NA
"WBGene00045076","W04G5.13","unk",0,1.736,0,0,-4.956,NA
"WBGene00013997","ZK550.3","CSR",4266.228,4178.405,4120.133,4115.965,-1.025,0.839
"WBGene00010382","H12D21.6","unk",0,1.735,0,0,-4.952,NA
"WBGene00017701","F22D3.5","CSR",0,1.58,0.996,3.272,2.56,NA
"WBGene00011727","T12A7.6","unk",63.248,83.378,84.265,42.592,-1.162,0.839
"WBGene00016870","ets-10","unk",2.458,1.743,5.009,2.796,1.87,0.839
"WBGene00013944","ZK228.1","unk",0,0,1.003,0.9,4.918,NA
"WBGene00023273","F23C8.2","unk",1.227,1.737,0,0.937,-3.097,NA
"WBGene00017499","pud-1.1","unk",58.733,0,80.096,66.103,2.493,0.839
"WBGene00015550","C06G3.4","unk",0,0,1.003,0.9,4.914,NA
"WBGene00003698","nhr-108","unk",27.359,18.292,15.776,19.617,-1.282,0.839
"WBGene00007819","C30F2.5","unk",48.346,54.951,61.189,58.978,1.161,0.839
"WBGene00011666","T09F5.2","unk",0,0,0,1.865,4.914,NA
"WBGene00013828","Y116F11B.13","unk",0,0,0,1.865,4.914,NA
"WBGene00019795","M151.3","unk",255.705,246.14,235.768,230.436,-1.076,0.839
"WBGene00010455","K01B6.4","unk",1.226,1.736,0,0.938,-3.093,NA
"WBGene00023248","C33E10.9","unk",0,1.732,0,0,-4.937,NA
"WBGene00010652","K08C9.5","unk",3.715,2.653,3.009,0,-2.132,NA
"WBGene00202009","K08D9.8","unk",0,0.809,0,3.148,3.366,NA
"WBGene00017082","DC2.5","WAGO",162.099,179.586,186.221,186.349,1.089,0.84
"WBGene00007741","glb-8","unk",9.929,23.987,21.068,23.502,1.297,0.84
"WBGene00003980","pes-7","unk",477.809,511.594,476.69,461.925,-1.055,0.84
"WBGene00010278","F58G6.8","unk",3.695,0.875,1.002,0.926,-2.333,NA
"WBGene00009849","F48F7.3","unk",3.719,3.545,2.006,1.815,-1.901,0.84
"WBGene00010343","F59F5.4","unk",1.226,1.734,0,0.94,-3.088,NA
"WBGene00009425","scl-16","unk",0,0,0,1.859,4.895,NA
"WBGene00013374","Y62E10A.3","unk",0,6.141,1.002,1.844,-2.197,NA
"WBGene00077786","F53F8.7","unk",7.43,16.804,10.03,7.283,-1.416,0.84
"WBGene00044317","F41G3.19","unk",0,1.729,0,0,-4.92,NA
"WBGene00017913","F29A7.3","unk",0,1.728,0,0,-4.918,NA
"WBGene00001750","gst-2","unk",11.257,4.452,8.13,14.139,1.444,0.841
"WBGene00018262","cyp-33C3","unk",21.11,32.902,36.119,30.689,1.227,0.841
"WBGene00271701","F10D7.10","unk",6.183,12.35,8.022,4.571,-1.489,0.841
"WBGene00220169","Y48B6A.25","unk",0,14.497,3.991,19.539,1.574,0.841
"WBGene00017521","F16G10.6","unk",0,1.726,0,0,-4.909,NA
"WBGene00010587","sol-2","WAGO",28.824,45.736,46.731,42.954,1.194,0.841
"WBGene00021120","W09G12.6","unk",0,0,0,1.856,4.881,NA
"WBGene00001159","eff-1","unk",91.024,119.312,109.747,78.111,-1.126,0.841
"WBGene00004997","spp-12","unk",1.224,1.731,0,0.943,-3.078,NA
"WBGene00017786","F25E5.5","unk",176.56,179.573,204.255,183.036,1.087,0.841
"WBGene00018931","ugt-52","unk",29.796,45.333,41.135,20.774,-1.223,0.841
"WBGene00021867","Y54F10BM.13","unk",93.986,70.571,110.306,75.873,1.135,0.841
"WBGene00018871","F55C12.4","unk",12.367,39.701,26.072,40.214,1.257,0.841
"WBGene00018789","F54C1.1","unk",42.238,52.51,32.108,47.776,-1.187,0.841
"WBGene00000583","cof-2","unk",34.757,54.208,36.118,38.854,-1.193,0.841
"WBGene00008559","F07H5.8","unk",17.406,11.588,13.045,8.093,-1.367,0.841
"WBGene00004144","pqn-60","unk",36.846,49.622,48.085,54.149,1.177,0.841
"WBGene00194928","ZC513.14","unk",4.929,17.521,11.025,4.621,-1.459,0.841
"WBGene00015221","B0507.4","unk",0,0,0,1.85,4.861,NA
"WBGene00077444","F54B8.17","unk",0,1.722,0,0,-4.885,NA
"WBGene00206517","T27F7.12","unk",0,0,0,1.85,4.861,NA
"WBGene00020689","npr-12","unk",37.887,57.585,42.58,38.415,-1.186,0.841
"WBGene00011130","zip-6","unk",6.188,6.185,4.012,3.647,-1.616,0.841
"WBGene00219766","anr-42","unk",0,0,0,1.849,4.858,NA
"WBGene00007558","C14A4.7","unk",39.456,64.03,55.13,66.418,1.167,0.841
"WBGene00010103","F55C9.6","unk",0,1.72,0,0,-4.879,NA
"WBGene00003839","ocr-2","unk",26.281,37.813,34.396,17.974,-1.239,0.841
"WBGene00017769","hmgs-1","CSR",992.793,937.917,920.972,932.364,-1.041,0.841
"WBGene00050889","T04C12.9","unk",1.23,3.493,2.004,0,-2.406,NA
"WBGene00018833","ztf-1","unk",1724.051,1714.553,1663.552,1892.914,1.035,0.841
"WBGene00000566","cnt-2","CSR",2377.295,2514.341,2456.79,2294.297,-1.03,0.841
"WBGene00009771","F46B6.6","CSR",1963.106,1813.13,1950.163,1944.343,1.032,0.841
"WBGene00008762","ztf-2","unk",11.168,19.537,12.039,10.855,-1.352,0.841
"WBGene00009004","pfd-6","CSR",1578.799,1422.974,1544.009,1560.204,1.035,0.841
"WBGene00015080","B0244.5","unk",9.917,5.318,7.022,2.722,-1.558,0.841
"WBGene00219728","linc-16","unk",3.689,0,0,15.818,4.332,0.841
"WBGene00009339","F32G8.3","unk",0,0,0,1.847,4.848,NA
"WBGene00003928","pas-7","ALG",4440.781,3991.007,3997.523,4201.646,-1.028,0.841
"WBGene00017878","F28A10.10","unk",0,0,0,1.846,4.845,NA
"WBGene00006728","ubq-2","ALG",16197.625,14816.377,15563.929,16138.146,1.022,0.841
"WBGene00195733","T28B11.3","unk",1.144,0.764,0,0,-4.835,NA
"WBGene00018266","nhr-183","unk",65.731,62.983,58.183,53.459,-1.153,0.841
"WBGene00007661","pals-7","unk",0,0,0,1.848,4.839,NA
"WBGene00007886","ethe-1","WAGO",186.624,200.015,222.599,196.898,1.083,0.841
"WBGene00018628","F49D11.4","unk",2.48,5.321,4.013,0,-1.981,0.841
"WBGene00000043","acr-3","unk",2.483,11.554,7.023,1.807,-1.624,0.841
"WBGene00044220","Y102A5C.35","WAGO",6.185,6.179,4.011,3.653,-1.614,0.841
"WBGene00018693","F52E1.3","unk",0,0,0,1.843,4.833,NA
"WBGene00022638","scl-27","unk",27.192,22.912,24.065,15.566,-1.264,0.842
"WBGene00011088","kmo-2","unk",15.319,33.422,30.67,30.459,1.245,0.842
"WBGene00013619","fbxa-112","unk",0,0,0,1.841,4.827,NA
"WBGene00013406","Y63D3A.7","CSR",639.882,513.659,614.96,597.545,1.054,0.842
"WBGene00303007","Y57G11C.1147","unk",2596.88,2457.213,2470.926,2437.974,-1.029,0.842
"WBGene00016078","C24H12.9","unk",8.677,10.634,3.009,9.983,-1.482,0.842
"WBGene00019327","zip-2","WAGO",1311.657,1601.154,1512.579,1519.397,1.039,0.842
"WBGene00077703","K08E5.5","unk",0,1.713,0,0,-4.845,NA
"WBGene00009606","F40G12.11","CSR",1553.093,1516.697,1454.62,1513.021,-1.034,0.842
"WBGene00015258","B0554.5","unk",26.063,29.315,21.068,23.506,-1.244,0.842
"WBGene00017782","F25E5.1","CSR",1186.761,1087.829,1054.709,1131.016,-1.039,0.842
"WBGene00020505","T14E8.2","unk",0,0,0,1.839,4.819,NA
"WBGene00006962","xol-1","WAGO",71.441,76.446,66.913,62.809,-1.141,0.842
"WBGene00003835","nxf-2","CSR",1354.951,1173.814,1300.17,1321.863,1.038,0.842
"WBGene00194725","T16H12.13","WAGO",3.682,0.869,1.002,0.935,-2.312,NA
"WBGene00006447","tag-72","CSR",1352.632,1294.327,1417.403,1324.206,1.036,0.842
"WBGene00012660","Y39A1A.24","ALG",504.07,480.041,554.821,483.143,1.055,0.842
"WBGene00009968","fig-1","unk",249.615,523.574,327.711,328.023,-1.18,0.842
"WBGene00010255","F58E6.6","unk",2.477,5.309,4.012,0,-1.976,0.842
"WBGene00013032","wht-9","unk",2.482,0.888,2.007,4.519,1.984,0.842
"WBGene00016006","fln-2","unk",1481.528,2007.829,1811.815,1532.562,-1.045,0.842
"WBGene00009067","F23A7.1","unk",2.332,3.949,0.996,2.181,-2.001,NA
"WBGene00000815","csn-3","CSR",2820.663,2609.744,2583.463,2688.866,-1.029,0.842
"WBGene00019057","F58F9.3","unk",157.9,161.139,170.397,177.443,1.09,0.842
"WBGene00018590","pdf-2","unk",52.878,85.516,100.197,60.456,1.152,0.842
"WBGene00007725","C25F9.5","unk",95.719,162.195,142.544,145.811,1.111,0.842
"WBGene00004885","smg-7","unk",986.384,1033.422,1051.365,1048.787,1.039,0.842
"WBGene00011724","scl-18","unk",0,0,0,1.833,4.796,NA
"WBGene00004917","snr-4","unk",2832.438,2536.162,2635.057,2572.09,-1.03,0.842
"WBGene00001643","gly-18","unk",8.686,5.328,12.039,8.143,1.451,0.842
"WBGene00012196","bath-35","WAGO",60.745,54.955,54.168,45.362,-1.162,0.842
"WBGene00019458","K06H7.7","CSR",487.228,413.978,405.257,443.567,-1.059,0.842
"WBGene00007469","chil-4","unk",7.451,2.668,4.013,1.805,-1.726,0.842
"WBGene00012852","Y44A6D.1","unk",1.242,0.889,2.007,2.709,2.235,NA
"WBGene00014777","F58A4.12","unk",0,0,0,1.83,4.786,NA
"WBGene00017751","F23F12.3","WAGO",55.906,68.538,78.263,64.89,1.146,0.843
"WBGene00021981","lgc-26","unk",53.379,81.762,85.278,70.471,1.145,0.843
"WBGene00043328","F45D11.11","unk",0,0,0,1.83,4.783,NA
"WBGene00013058","clec-247","unk",0,0,0,1.829,4.783,NA
"WBGene00008037","C40C9.4","unk",0,0,0.972,0.903,4.774,NA
"WBGene00012403","srz-45","unk",0,0,0,1.829,4.781,NA
"WBGene00018337","F42A9.8","WAGO",541.845,353.335,390.028,442.186,-1.07,0.843
"WBGene00023318","K07D4.1","unk",120.23,80.79,112.178,111.479,1.119,0.843
"WBGene00010874","M05D6.1","ALG",22.111,7.437,23.014,15.525,1.324,0.843
"WBGene00008326","C55A1.11","unk",0,1.704,0,0,-4.801,NA
"WBGene00011535","T06E4.8","unk",4.936,6.148,1.002,5.523,-1.693,0.843
"WBGene00002138","inx-16","unk",404.581,554.223,495.748,524.977,1.061,0.843
"WBGene00013943","ZK218.11","unk",0,0,0,1.827,4.775,NA
"WBGene00219732","linc-112","unk",1.226,1.734,1.001,0,-3.012,NA
"WBGene00012893","Y45F10D.15","unk",0,0,0,1.826,4.771,NA
"WBGene00013788","Y116A8C.8","unk",0,0,0,1.826,4.769,NA
"WBGene00010230","rpac-19","CSR",958.309,979.128,1012.847,1001.676,1.039,0.843
"WBGene00044562","C14E2.7","unk",0,1.702,0,0,-4.79,NA
"WBGene00005732","srv-21","unk",0,0,0,1.825,4.766,NA
"WBGene00012989","Y48C3A.5","WAGO",28.585,45.152,36.786,24.38,-1.215,0.843
"WBGene00005085","srd-7","unk",0,0,0,1.825,4.765,NA
"WBGene00005175","srg-18","unk",0,0,0,1.825,4.765,NA
"WBGene00006236","str-200","unk",0,0,0,1.824,4.763,NA
"WBGene00010446","K01A6.4","unk",0,0,0,1.824,4.761,NA
"WBGene00009944","mtcu-2","CSR",2328.174,2190.526,2322.807,2327.081,1.03,0.843
"WBGene00005478","srh-272","unk",0,0,0,1.823,4.76,NA
"WBGene00006128","str-66","unk",0,0,0,1.823,4.759,NA
"WBGene00077784","F35C8.9","unk",42.081,53.013,33.095,47.414,-1.183,0.843
"WBGene00016692","srbc-24","unk",0,0,0,1.823,4.758,NA
"WBGene00010588","srz-14","unk",0,0,0,1.822,4.756,NA
"WBGene00005599","srj-11","unk",0,0,0,1.822,4.755,NA
"WBGene00007138","B0285.6","unk",29.805,37.355,39.13,41.509,1.196,0.844
"WBGene00016350","C33E10.10","unk",0,0,0,1.822,4.755,NA
"WBGene00005417","srh-207","unk",0,0,0,1.822,4.755,NA
"WBGene00019453","K06H6.5","unk",0,0,0,1.822,4.755,NA
"WBGene00019170","H06I04.6","unk",165.193,233.254,224.68,210.264,1.087,0.844
"WBGene00005222","srg-65","unk",0,0,0,1.822,4.754,NA
"WBGene00007399","clec-162","unk",0,0,0,1.821,4.753,NA
"WBGene00005428","srh-218","unk",0,0,0,1.821,4.753,NA
"WBGene00000177","aqp-9","WAGO",54.892,104.452,108.905,73.022,1.146,0.844
"WBGene00005067","srb-2","unk",0,0,0,1.821,4.751,NA
"WBGene00006221","str-177","unk",0,0,0,1.821,4.751,NA
"WBGene00005295","srh-74","unk",0,0,0,1.821,4.751,NA
"WBGene00050951","T26H2.11","unk",0,1.699,0,0,-4.773,NA
"WBGene00005748","srw-1","unk",0,0,0,1.821,4.751,NA
"WBGene00019568","K09D9.11","unk",3.73,5.348,7.024,7.195,1.556,0.844
"WBGene00006817","unc-85","CSR",2177.177,1992.597,1955.65,2081.367,-1.032,0.844
"WBGene00005744","ops-1","unk",0,0,0,1.821,4.75,NA
"WBGene00020695","T22F3.2","CSR",1058.327,1327.371,1260.081,1228.544,1.042,0.844
"WBGene00021170","arx-4","CSR",1472.332,1425.673,1450.276,1545.882,1.034,0.844
"WBGene00015214","srtx-1","unk",0,0,0,1.82,4.748,NA
"WBGene00017147","EGAP2.1","unk",301.117,275.43,282.86,255.273,-1.07,0.844
"WBGene00020836","lgc-34","unk",172.435,257.387,217.692,178.354,-1.091,0.844
"WBGene00044444","F09G8.10","unk",0,12.853,10.025,10.314,1.563,0.844
"WBGene00018501","F46F5.10","unk",0,0,0,1.819,4.742,NA
"WBGene00015986","C18G1.8","unk",0,0,0,1.818,4.742,NA
"WBGene00012276","his-74","histone",2580.565,2372.874,2465.933,2632.019,1.03,0.844
"WBGene00006102","str-37","unk",0,0,0,1.816,4.734,NA
"WBGene00009622","F41E7.6","unk",24.841,18.683,22.074,11.726,-1.287,0.844
"WBGene00017899","F28C10.4","WAGO",0,0,0,1.816,4.733,NA
"WBGene00007549","spin-1","unk",271.925,360.095,293.968,297.93,-1.071,0.844
"WBGene00011359","lgc-17","unk",0,0,0,1.816,4.732,NA
"WBGene00016822","C50E3.11","CSR",517.639,530.894,507.336,596.942,1.053,0.844
"WBGene00012449","nhr-231","unk",26.33,21.208,17.24,41.829,1.251,0.844
"WBGene00012162","sek-6","unk",32.256,35.506,42.134,38.923,1.194,0.844
"WBGene00001580","gex-3","CSR",4463.512,4254.228,4189.743,4312.833,-1.025,0.844
"WBGene00006113","str-48","unk",0,0,0,1.814,4.725,NA
"WBGene00014142","ZK899.3","unk",1.398,1.231,3.396,2.054,2.083,NA
"WBGene00006515","txdc-9","CSR",1766.549,1696.4,1785.691,1785.613,1.032,0.844
"WBGene00018975","F56E10.1","CSR",1333.376,1098.69,1314.737,1213.16,1.041,0.844
"WBGene00022496","fbxa-92","unk",11.108,14.94,17.043,17.473,1.318,0.844
"WBGene00014213","ZK1073.1","WAGO",188.511,303.455,238.021,216.598,-1.088,0.844
"WBGene00011549","T06G6.8","unk",0,0,0,1.812,4.717,NA
"WBGene00012230","cacn-1","unk",2713.534,2638.501,2648.533,2557.382,-1.028,0.844
"WBGene00006226","str-182","unk",1.238,0.885,5.015,0,2.366,NA
"WBGene00044787","pals-36","unk",0,0,0,1.811,4.715,NA
"WBGene00003048","lit-1","CSR",613.41,584.204,619.392,519.455,-1.052,0.844
"WBGene00015600","fbxa-165","unk",0,0,0,1.811,4.713,NA
"WBGene00016645","C44C1.6","unk",11.055,13.06,5.009,12.134,-1.406,0.844
"WBGene00004780","ser-7","unk",39.014,56.181,40.664,40.427,-1.18,0.844
"WBGene00010479","K01G5.8","CSR",645.167,573.38,663.538,613.46,1.049,0.844
"WBGene00007110","leo-1","CSR",3152.429,3065.112,2963.453,3089.288,-1.027,0.844
"WBGene00021421","Y38F2AR.3","CSR",523.038,669.197,630.541,627.476,1.053,0.845
"WBGene00043050","oig-4","unk",18.446,28.798,13.026,24.18,-1.275,0.845
"WBGene00007227","C01G6.5","CSR",7639.466,7029.681,7183.275,7145.59,-1.023,0.845
"WBGene00017654","F21C10.4","unk",6.174,10.556,9.023,14.691,1.406,0.845
"WBGene00019524","K08D9.2","unk",0,0,0,1.808,4.704,NA
"WBGene00044049","sfxn-5","unk",205.186,231.698,228.54,242.757,1.077,0.845
"WBGene00000986","dhs-23","unk",28.462,37.98,36.103,43.791,1.198,0.845
"WBGene00017454","irld-5","unk",6.204,0.888,7.023,4.524,1.673,0.845
"WBGene00015071","cest-30","unk",0,0,0,1.806,4.695,NA
"WBGene00044482","F29B9.12","WAGO",8.618,23.612,14.03,10.195,-1.348,0.845
"WBGene00011267","fbxb-85","WAGO",40.917,59.408,51.16,34.456,-1.18,0.845
"WBGene00001805","gur-4","unk",24.802,28.382,21.066,21.752,-1.244,0.845
"WBGene00001530","gcy-3","unk",1.244,8.032,5.019,0,-1.895,0.845
"WBGene00000781","cpr-1","unk",7671.633,9821.943,8300.707,8669.636,-1.031,0.845
"WBGene00016606","exoc-7","CSR",1482.026,1469.346,1388.656,1464.881,-1.034,0.845
"WBGene00012566","fbxa-211","unk",292.545,237.51,257.795,234.126,-1.075,0.845
"WBGene00019663","K11H12.7","unk",127.034,155.33,102.245,153.003,-1.108,0.845
"WBGene00012888","sas-6","CSR",1917.473,1665.577,1719.564,1740.439,-1.034,0.845
"WBGene00010096","rskd-1","unk",3798.257,3738.308,3693.817,3658.024,-1.025,0.845
"WBGene00011914","pigu-1","CSR",1335.733,1276.565,1213.824,1305.593,-1.036,0.845
"WBGene00009166","F26F2.1","unk",2.484,7.119,2.007,3.606,-1.727,0.845
"WBGene00015011","B0041.8","CSR",2133.444,1773.638,1822.64,1944.071,-1.036,0.845
"WBGene00044363","F22E5.21","unk",1.395,5.052,6.734,4.425,1.671,0.845
"WBGene00220183","Y55F3BR.19","unk",1.128,0.747,0,0,-4.661,NA
"WBGene00194800","linc-83","unk",1.951,6.782,4.632,0,-1.899,0.846
"WBGene00045338","M01B2.13","unk",11.148,19.467,19.057,20.923,1.294,0.846
"WBGene00021703","cpt-3","unk",17.398,46.309,20.068,31.518,-1.246,0.846
"WBGene00022116","Y71F9AL.11","unk",6.152,6.115,3.006,4.642,-1.601,0.846
"WBGene00019545","K09B3.1","unk",3.102,6.774,0,5.716,-1.818,0.846
"WBGene00001975","hmg-5","CSR",1703.791,1706.557,1743.615,1773.826,1.031,0.846
"WBGene00017992","F32E10.5","CSR",1480.048,1459.911,1509.971,1526.717,1.033,0.846
"WBGene00009903","F49E12.10","unk",30.938,29.151,27.078,21.891,-1.227,0.846
"WBGene00023497","lin-15B","WAGO",1713.551,1713.658,1756.245,1778.13,1.031,0.846
"WBGene00006843","unc-119","unk",158.352,130.426,130.062,132.09,-1.098,0.846
"WBGene00008458","E02H1.6","CSR",468.626,438.707,491.171,464.673,1.054,0.846
"WBGene00010473","hrg-2","unk",32.148,25.574,18.05,28.353,-1.238,0.846
"WBGene00044615","B0252.8","unk",27.656,16.724,7.987,25.899,-1.301,0.846
"WBGene00018369","mig-39","unk",100.693,193.144,138.79,126.17,-1.114,0.846
"WBGene00013459","Y67A10A.10","unk",50.469,76.064,78.165,67.687,1.145,0.846
"WBGene00004103","pqn-11","unk",1.24,3.55,6.019,2.717,1.783,0.846
"WBGene00000192","arl-8","unk",2309.596,2103.019,2155.224,2123.357,-1.03,0.846
"WBGene00013748","ssu-1","unk",19.853,7.992,11.035,9.047,-1.372,0.846
"WBGene00009780","F46C5.4","unk",16.017,15.872,13.025,11.002,-1.328,0.846
"WBGene00011050","agl-1","CSR",3432.841,3446.353,3478.958,3223.71,-1.027,0.846
"WBGene00016538","C39F7.1","unk",8.224,15.269,12.771,4.147,-1.419,0.846
"WBGene00017747","F23F1.6","unk",129.162,115.637,126.42,142.546,1.101,0.846
"WBGene00011083","glo-1","unk",55.562,68.597,77.197,65.219,1.143,0.846
"WBGene00014242","sdz-36","unk",4.882,14.623,19.014,8.566,1.389,0.846
"WBGene00001173","egl-4","CSR",3449.818,3915.431,3781.871,3377.25,-1.03,0.846
"WBGene00008167","acox-1.5","unk",607.536,774.445,643.165,674.967,-1.051,0.846
"WBGene00006620","svh-1","unk",37.308,45.485,40.14,29.65,-1.191,0.847
"WBGene00004473","rps-4","unk",14943.354,16726.89,15758.556,16650.259,1.023,0.847
"WBGene00019993","rbx-2","unk",464.772,398.688,464.904,445.683,1.057,0.847
