"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"F25D7.4",2545.54557328477,-1.57887197152598,0.26399042561303,-5.98079255283436,2.22054523443534e-09,3.28344621998506e-07
"Y51F10.2",3829.95913683837,-0.814837441639798,0.136317305220952,-5.9775054995333,2.26580281128347e-09,3.28904288271193e-07
"C40A11.8",54.0458225823239,2.75657195398578,0.461162545409169,5.97744110276779,2.26669836693403e-09,3.28904288271193e-07
"ZK131.10",244.861719582984,25.3742353329599,4.2472654690434,5.97425226134378,2.31147896954405e-09,3.32296504455009e-07
"C25A1.8",17086.8799689006,-1.09127041749278,0.18283554123771,-5.96859018823907,2.39312352663486e-09,3.38814992787703e-07
"K08D10.14",89.6156475183595,2.05054329932318,0.343584503090061,5.96809018125503,2.40046690755167e-09,3.38814992787703e-07
"C23G10.4",12382.3944364763,-0.512603644200289,0.0860661284561344,-5.9559277661891,2.58600539842154e-09,3.59792229917178e-07
"ZK418.4",1938.78308553599,-0.605371830718844,0.101652061670992,-5.95533254090011,2.59543538263068e-09,3.59792229917178e-07
"D2030.7",2467.04536804831,-0.617300917698966,0.103778638468131,-5.94824644850713,2.71030313129146e-09,3.72390853242754e-07
"F58B3.2",172.881855458285,-2.90905934464872,0.489702996044516,-5.94045649739965,2.84229478154973e-09,3.87100603318782e-07
"B0244.8",12483.8184144232,-0.730816073940795,0.12381800794972,-5.90234075028542,3.58379993938735e-09,4.83844155295026e-07
"psF56D6.16",110.287120357195,2.43105852755161,0.41227850977777,5.89664139627849,3.70974875637341e-09,4.96530682684945e-07
"T16G12.8",510.549014577558,0.973860869137855,0.165322980970527,5.89065635896965,3.84664713115287e-09,5.10453362036576e-07
"F30F8.1",3539.09787751344,-0.676436742086323,0.114861299750989,-5.88916148043588,3.88160029660079e-09,5.10726493262914e-07
"T16H12.2",119.25910330519,2.74457198017137,0.466148447655292,5.88776385285945,3.91455905873374e-09,5.1073482307479e-07
"Y32F6B.1",1151.42631350184,1.19065391422012,0.202895537036219,5.8683100259991,4.4025945622243e-09,5.69622359775787e-07
"D1043.1",4013.80732473524,-0.556987972982217,0.0951115195107782,-5.85615681304617,4.73700966922728e-09,6.07824893590271e-07
"T21B10.7",6704.91342211073,-0.572082506735499,0.0979474468042258,-5.84070872086088,5.19792170881141e-09,6.6149944631972e-07
"F17A9.2",2129.92467166421,-0.660735061431145,0.113225452621079,-5.83557006075626,5.3606964804952e-09,6.76668077692426e-07
"C30C11.2",9379.0897979091,-0.460929552160055,0.0794784731068862,-5.79942636215692,6.65421504290491e-09,8.33172119001142e-07
"Y65B4BL.2",6190.4926648951,-0.660526649800036,0.114241929280297,-5.78182331094399,7.38952984646082e-09,9.05915941742932e-07
"ZK546.15",1158.97125331656,-1.0138476574971,0.17536348319579,-5.78140693273729,7.40784587822366e-09,9.05915941742932e-07
"ZK858.7",2197.53787624203,-0.818523071699656,0.141579854791329,-5.78135267129677,7.41023602997246e-09,9.05915941742932e-07
"C50F4.5",518.858161504519,0.891758809110193,0.154371185641745,5.77671801510764,7.61717848298945e-09,9.23939946303861e-07
"F22B3.4",15641.3767623501,-0.754941317744013,0.130929398724439,-5.76601836637852,8.11662179878965e-09,9.76888915100838e-07
"T08B2.11",333.23265652002,1.66061148918841,0.288325067047862,5.75951132584928,8.43577994042627e-09,1.0074916873466e-06
"T19H12.1",360.770518898231,1.06675873037779,0.18550402975928,5.7505959938556,8.89293929870126e-09,1.04618820611594e-06
"ZC434.8",8025.49905599704,-1.69937333310949,0.295514135267087,-5.75056530400343,8.89455385851504e-09,1.04618820611594e-06
"C56G7.3",221.986763595588,1.60633381752296,0.280403078911554,5.72865969859637,1.01227229355976e-08,1.18169470900818e-06
"Y39G10AR.14",4381.92414655182,-1.05179304590346,0.184269410010135,-5.70790911983499,1.14372457031544e-08,1.32518415512817e-06
"K02F2.4",493.464321809155,-0.836397767105212,0.146805604172596,-5.69731497526403,1.21708950962031e-08,1.39974309084185e-06
"H14A12.5",131.890878619246,1.93527385005455,0.340027656929475,5.69151894151935,1.25914184732945e-08,1.43745855306155e-06
"Y48G1C.1",1046.20704947688,-0.794345897433288,0.139679329948334,-5.68692517158486,1.29347097478603e-08,1.46141407081524e-06
"F53F10.5",3090.89193653309,-0.711007736490137,0.125051777601976,-5.68570675383106,1.30272769511266e-08,1.46141407081524e-06
"T05G5.7",4469.26297403901,-1.27207537256278,0.223761179360431,-5.6849690200897,1.30836375011799e-08,1.46141407081524e-06
"C08F8.3",2018.52407559698,-0.665581112055142,0.117283116068551,-5.6749951260343,1.38692604512612e-08,1.53810098404487e-06
"T16G12.4",851.23877792462,1.00444946957849,0.17773123928261,5.65150771261608,1.59046549685113e-08,1.74681370447285e-06
"F54D5.4",2332.99555973523,1.50844919717209,0.266947404487356,5.65073558242272,1.59762685839975e-08,1.74681370447285e-06
"F54C9.8",19034.6844216208,-0.904047700574247,0.160022532299622,-5.64950252681622,1.60912820364507e-08,1.74708562865687e-06
"F13E9.15",48.0989549882403,-2.30240680467838,0.40855869689967,-5.6354370183528,1.74614953300099e-08,1.88268872565093e-06
"psC01G6.10",296.230708262905,-1.38216295288834,0.247361310151169,-5.58762787941117,2.30192240768059e-08,2.46480326218268e-06
"Y73B6BL.288",113.818603429988,-1.59858292971078,0.286387308253533,-5.58189166782345,2.37916560927855e-08,2.5300633732643e-06
"T01C8.2",261.429328681942,0.995138275331501,0.178470149790324,5.57593679671722,2.46201309967661e-08,2.60035478813463e-06
"R12E2.10",9228.86269731944,-0.711562822696029,0.12777451232209,-5.56889484267681,2.56360137663848e-08,2.68935641714115e-06
"T20D3.2",5774.71633946191,0.810671576077414,0.145604572719106,5.56762442922261,2.58235667186115e-08,2.69085031458498e-06
"M176.6",371.525069893618,1.28846878549969,0.231480619380589,5.56620588344481,2.60345622735599e-08,2.69475075906194e-06
"F49C12.8",7801.80258741072,-0.476926053249758,0.0857320901984655,-5.5629817510071,2.65203633293668e-08,2.72685537120364e-06
"WBTransposon00000091",50.5805415166213,3.73290449901139,0.672430892814784,5.55135782561316,2.83459198975711e-08,2.89538652848479e-06
"H04M03.3",735.817536819903,-0.889528176841961,0.160357745492849,-5.5471481848791,2.90366639359977e-08,2.94655715209346e-06
"C06A1.1",21813.0778790697,-0.642421672822062,0.116121301985866,-5.53233267140129,3.15999845918408e-08,3.18585299203195e-06
"Y71F9AL.5",199.71647092473,0.97810319372532,0.176966682060939,5.52704713867273,3.25665481954457e-08,3.2621175953709e-06
"C03H5.3",1437.39344015116,-0.602258770351902,0.109810278356676,-5.48453914665162,4.14548682890126e-08,4.12582234009749e-06
"C03A7.2",110.104716384979,2.34871228302738,0.428778916005731,5.47767671252751,4.30946552499679e-08,4.26170456949682e-06
"B0334.1",905.068249451567,1.39925323646576,0.255749506015033,5.47118646783823,4.47032639833671e-08,4.39280301649214e-06
"F14E5.5",606.330703214792,1.39743598823177,0.255533145855053,5.46870733170732,4.53329570547917e-08,4.4266634668723e-06
"K11D9.1",2612.25346770626,-0.832791079765375,0.152392549774144,-5.46477554840856,4.63492888980251e-08,4.48767472221896e-06
"Y49E10.17",108.865161307618,-2.52733559989586,0.462537793824994,-5.46406290174875,4.65358514928025e-08,4.48767472221896e-06
"F32D1.10",11885.8554466207,-0.596808906902114,0.109324704298398,-5.45904890145546,4.78691914340239e-08,4.58775966792997e-06
"C27H6.2",3007.70645223536,-0.555323661978163,0.102161000476153,-5.43576961257137,5.45604156171902e-08,5.19696326915641e-06
"psF43D2.2",707.776772471397,-1.23398018490679,0.22730675640015,-5.42869998432645,5.67660143763389e-08,5.37408011711608e-06
"R06C7.1",27166.370997237,-0.650052164603536,0.119795172620518,-5.42636360367162,5.75137378879401e-08,5.41186845120096e-06
"F55A3.7",810.423356896946,-0.903990438817992,0.166735044565956,-5.42171827866935,5.90288599895142e-08,5.52097638673011e-06
"Y56A3A.5",277.033696303988,-1.94455442813719,0.358799211024787,-5.41961734693684,5.97267355903069e-08,5.53076467656231e-06
"Y73B6BR.1",607.9228732747,0.749887348942295,0.138374471750862,5.41926078888624,5.98459658419727e-08,5.53076467656231e-06
"ZK6.10",3599.60929588723,1.03874154050959,0.19228026133166,5.40222659006007,6.58187335492246e-08,6.04675536736841e-06
"C45B2.1",2025.34570658551,1.20807139871917,0.223912602995674,5.39528093799399,6.84164182303687e-08,6.24843123202767e-06
"R07E4.3",557.187620978532,0.780383279376792,0.144887954418635,5.38611565404517,7.19966452719419e-08,6.5369585642817e-06
"F54D11.3",139.876626065666,-1.39669451757513,0.261913174798653,-5.33266231700197,9.67831903143454e-08,8.73637100477051e-06
"K10B3.8",8209.231760198,0.560058914741688,0.105601001883019,5.30353789031377,1.13579615603809e-07,1.01441487083717e-05
"Y46G5A.5",1000.31336867685,-0.660986407068617,0.124635219348725,-5.30336778418304,1.1368555167182e-07,1.01441487083717e-05
"C06A5.4",143.415331485962,-1.33982483879318,0.253297965416967,-5.28952072942089,1.22637283332224e-07,1.08803797772349e-05
"Y48G8AL.11",732.094991395682,-2.0943106615995,0.396187151880686,-5.28616501483676,1.24907228041204e-07,1.10188046736803e-05
"R08D7.3",6898.78650958688,-0.492136860878242,0.0931545455114216,-5.28301499595532,1.27074985106121e-07,1.11467018008906e-05
"Y73B6BL.14",88.7264229568844,-1.65026135743538,0.312844060342487,-5.27502857375253,1.32735404469198e-07,1.15778083695998e-05
"F29G9.7",260.770526688165,-1.06242642085456,0.201811009589882,-5.26446214710293,1.4060036354857e-07,1.2195314214833e-05
"ZK858.3",4343.39944331754,-0.951961808522671,0.181224818661957,-5.25293287945504,1.49696100798351e-07,1.29121203388622e-05
"C53H9.2",5182.09625124467,-0.689154026575099,0.131362057356079,-5.24621827981143,1.55252950903584e-07,1.33174437333096e-05
"B0001.5",1388.94135292173,1.09011667235796,0.207840340966554,5.24497153578759,1.56306456563073e-07,1.33341431021883e-05
"Y76B12C.8",76.7787580896153,2.08077023437577,0.396968437465939,5.24165157224698,1.59145670261065e-07,1.34492936772744e-05
"F16B4.6",176.786802837394,2.23772872684822,0.426935846236429,5.2413699776547,1.59388769587691e-07,1.34492936772744e-05
"R09H3.3",58.8065743098131,4.38398969294231,0.836848575392235,5.23868931830052,1.61721022144801e-07,1.35723275125415e-05
"K10C2.3",2845.0115182149,1.73087057937084,0.331665443316888,5.21872451365725,1.80159497862782e-07,1.50384750742879e-05
"W01A11.2",1198.12901672183,-0.67280010780392,0.129102568409804,-5.21136113782248,1.87460130813532e-07,1.55642031604861e-05
"C45E5.1",318.453739194051,0.840853881114996,0.161649043750412,5.20172505575279,1.97447181327943e-07,1.62453607333055e-05
"Y68A4A.13",57.6832902366434,3.4992854409401,0.672754003767724,5.20143383962418,1.97756870964495e-07,1.62453607333055e-05
"T13H5.7",1646.19669913841,-0.90824700129992,0.174910782621314,-5.1926301379961,2.07343839415326e-07,1.69432655303281e-05
"ZK328.2",8811.65416578431,-0.54890024660686,0.105755122793348,-5.19029463640685,2.09961578304934e-07,1.70673479830492e-05
"T01C3.3",3543.69830839084,-0.752917694363883,0.145214477190097,-5.18486661201318,2.16169523062188e-07,1.74804584117892e-05
"Y67H2A.4",1718.2092564973,-0.51414670788088,0.0992332844837736,-5.18119208243029,2.20472307120975e-07,1.77360261158563e-05
"Y45F10C.6",69.5233759080697,2.24321222153452,0.433216341963176,5.17804155625598,2.24227291661015e-07,1.79451181975718e-05
"F16A11.3",7140.76706530301,-0.587231038606736,0.113483216903538,-5.17460691219115,2.28391303089301e-07,1.81846326757153e-05
"F14D2.1",621.543355258983,-0.71624016908793,0.138440336651155,-5.1736378747238,2.29579571274512e-07,1.81859817531024e-05
"Y39A1A.1",2367.91816740557,-0.495182564152451,0.0958204584814851,-5.16781668549554,2.36844437010569e-07,1.86662270508939e-05
"T23D8.4",14108.5638958139,-0.453749808236543,0.0878273860087911,-5.16638179566366,2.386690213521e-07,1.87150263914783e-05
"T08A9.11",366.759125857766,1.15462070002567,0.223609390703132,5.1635608701182,2.42295740134686e-07,1.89039379966388e-05
"T11F8.1",603.863671807156,-1.33244042687698,0.258124353484949,-5.16200974021879,2.44312574943697e-07,1.89659851928792e-05
"F26F4.8",502.171742145854,-0.775313035419453,0.150491458003039,-5.15187403795234,2.57896240422941e-07,1.99208807403312e-05
"T21E3.1",6526.22505591136,-0.90767297092857,0.176293665892402,-5.14864199081636,2.623791273067e-07,2.00988560201802e-05
"C41G7.2",3918.99242504348,-0.764548470819466,0.148503624740112,-5.14834888479969,2.62789370868001e-07,2.00988560201802e-05
"C49G7.3",1555.52462973746,-1.74136038546234,0.338615423840498,-5.14259027457235,2.70976161638239e-07,2.06234112038985e-05
"W03D2.1",48.8989205093691,-3.13116988941706,0.609615657882279,-5.13630161714402,2.80197833667872e-07,2.12212271489141e-05
"C30G12.7",4920.80331288706,-0.590691843092138,0.115404002938151,-5.11846927362397,3.08025406856431e-07,2.31853278127184e-05
"R06A4.4",3919.83839007092,-0.835737738045509,0.163300149404977,-5.11780142939685,3.09117793200612e-07,2.31853278127184e-05
"F20A1.9",1817.90113268596,-0.490784887389017,0.0959375634588928,-5.11566970949088,3.12629708826031e-07,2.33360041309277e-05
"C36A4.3",491.384543113629,1.25813233286722,0.246517716954574,5.10361830545046,3.33220035226147e-07,2.47539438608667e-05
"Y18D10A.11",2902.61238897633,-0.672826461552747,0.132015094857193,-5.09658734314113,3.45831040850764e-07,2.55684416202332e-05
"F44A2.1",4427.69969092891,-0.568347121894455,0.111635429969465,-5.09109986005262,3.55992467838628e-07,2.61949718277846e-05
"ZK20.3",3580.01195213202,-0.507833413912652,0.0998880902689867,-5.08402365632496,3.69521885026471e-07,2.70622489949103e-05
"T11F8.3",27831.6593337852,-0.816292680103546,0.160907673111357,-5.07305005609413,3.91489464412439e-07,2.85364573918663e-05
"R06C7.5",2769.97080210586,-0.682752402729144,0.134706395781366,-5.06844830023721,4.01071885994409e-07,2.90382260481271e-05
"H31G24.3",641.698707021045,-0.799241524472861,0.157722252067327,-5.06739863270333,4.03289140424195e-07,2.90382260481271e-05
"C14A4.2",1803.13628480944,-0.550061406803618,0.108556092818859,-5.06707078820048,4.03984080020318e-07,2.90382260481271e-05
"H37A05.2",64.5261286212091,-1.98383418609829,0.391904403475472,-5.06203596720355,4.14802743652974e-07,2.95825588185662e-05
"C18C4.5",1528.07132847057,0.918402746505487,0.181438815688289,5.06177657201698,4.15367629939936e-07,2.95825588185662e-05
"F55C9.3",33.0139977785626,3.39013692384356,0.670064316384997,5.05942017944393,4.20533268967393e-07,2.97011490991467e-05
"WBTransposon00000216",80.1801932579992,-2.36608852246551,0.467673653420341,-5.05927264698594,4.20858740294491e-07,2.97011490991467e-05
