"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZK1225.1",2.42011918763641,-3.09339665296172,1.9258001791855,-1.60629160096456,0.108209854910878,0.303589693968955
"F21F8.6",4.23381879927659,1.64198700615926,1.02248543497315,1.60587813771879,0.108300687940305,0.303797314376137
"Y71A12B.9",760.710369671672,0.277316348570325,0.172701770170381,1.60575278583847,0.108328238196224,0.303827381553766
"K07C5.11",9.71716212236411,-1.4354226276784,0.894231996161721,-1.60520159627436,0.108449446301705,0.304120080036053
"F48A11.2",7.51410356127141,-1.78375625499843,1.11132514833749,-1.60507143896354,0.108478083910032,0.304153136480271
"F58D5.1",3778.67331187822,0.258064068269057,0.160797229568668,1.60490369741632,0.108514999741187,0.30419589230509
"T24C4.8",12.1559340475756,-1.33221388468279,0.830117896282906,-1.60484901078288,0.108527037086299,0.30419589230509
"T23F11.4",302.669866522647,-0.369497610746136,0.230263302630873,-1.60467432944999,0.108565494134966,0.304256440712664
"M88.2",1054.62334406233,-0.181327049154635,0.113016568366592,-1.60442890609157,0.108619543641654,0.304360661638543
"F11C7.1",42.2918211238647,-0.626512399161941,0.390594110755021,-1.60399858039562,0.108714365518108,0.304574402105421
"Y77E11A.16",7.23589760173441,-1.30516455756429,0.81372932341877,-1.6039296114841,0.108729568842022,0.304574402105421
"K07E12.2",1.76394287964234,2.6536338042825,1.65484263203325,1.6035565877476,0.108811826356428,NA
"C35A5.1",4.60689518442958,-1.69493815748406,1.05700640710941,-1.60352685289695,0.10881838546958,0.304775900094861
"F52G2.3",284.555189997738,0.325616684275753,0.203096557265102,1.60326048191317,0.108877157321922,0.304868927660531
"W04C9.2",416.345382500291,0.267408123202151,0.166794067444956,1.60322322789087,0.108885379016533,0.304868927660531
"C37E2.4",38.1751540886599,-0.833024885499516,0.519627551825471,-1.603119162125,0.10890834818399,0.304877952500608
"K10D3.1",9.79194858148969,-1.27234724462189,0.793701276211273,-1.60305556102345,0.108922387966298,0.304877952500608
"F17C11.10",7179.59932729173,-0.198021355430734,0.123533336935441,-1.6029790851859,0.108939271709541,0.304877952500608
"C14B9.6",1741.7120316997,-0.281191463198793,0.175548802682365,-1.60178513839013,0.109203130548091,0.305569014032491
"F36G9.15",1.80365919711068,3.85186002025622,2.40528271100257,1.60141674932286,0.109284645420913,NA
"C17H1.6",3.8747540789387,3.14165418936346,1.96204743912123,1.60121214539571,0.10932993969923,0.305876432348232
"T04D1.4",4385.84833444293,-0.365789426946068,0.228473000489703,-1.60101817791181,0.109372893034735,0.305949185211531
"Y53G8AL.3",1.04828724622048,-4.52326407217072,2.82617225472306,-1.60049128803508,0.1094896380701,NA
"K09A11.2",160.083005607852,0.458826410709933,0.286785877662418,1.59989192790737,0.109622560365442,0.306590101817662
"K10D11.2",12.3830537825256,1.51658974315057,0.947968457180141,1.59983144129276,0.109635981786771,0.306590101817662
"C16A3.2",547.306435616887,-0.315990977277898,0.197544614326618,-1.59959297475679,0.109688907964357,0.306690594433799
"T21E12.4",45492.7259648041,0.262519609436166,0.164161554329359,1.59915401939647,0.109786384198049,0.306915598754682
"psK08B12.4",6.51441005053109,2.08254668819472,1.30265318701985,1.59869619093251,0.109888124397125,0.307152451764093
"T03F6.4",49.3447022409658,-0.671750866331027,0.420237521029553,-1.5985028292697,0.10993111625684,0.307225047151605
"Y82E9BR.11",4.50611310287253,-2.1742693745294,1.3606534208408,-1.59795973113111,0.110051939308416,0.307515101618611
"F32B6.6",453.132583995693,2.23464450329337,1.39856973982324,1.5978069878559,0.110085939005182,0.307562495740991
"psK07E8.12",1.29975295628284,-3.96475767050619,2.48174793346299,-1.59756662513821,0.110139459046691,NA
"ZK970.5",4.96020360429957,-1.67764682001249,1.05014408443165,-1.59753965658955,0.110145465244781,0.307650147517608
"T07F10.5",61.5004883782013,0.487713822478591,0.30529568026594,1.59751301444471,0.110151399003175,0.307650147517608
"Y47D3A.1",141.684030568787,-0.45826686045149,0.286906514550122,-1.59726892632628,0.110205774248236,0.307754398353171
"T07E3.2",20.6520249077669,0.976331437718949,0.6112859415799,1.5971763315799,0.110226407026523,0.307764404212803
"K01C8.8",36.5272547917324,0.762632418086019,0.477524927191424,1.59705258230489,0.110253986696243,0.3077938004723
"F53A9.7",135.967632537541,-0.637047992089257,0.39898288104384,-1.59668001399603,0.110337052911983,0.307978064344241
"F52E1.5",38.3734385747763,0.985914140180941,0.617559876769781,1.59646728563047,0.11038450407397,0.308062876165622
"B0047.2",48.0225893913283,0.542722088103388,0.339992741648179,1.59627551303725,0.110427294658347,0.308111729553081
"F46C5.3",21.3809992140606,-0.862299580629482,0.5402081291557,-1.59623584705618,0.110436147039412,0.308111729553081
"Y17G9A.4",156.313643766593,-0.649604938362189,0.407069454929537,-1.59580860341052,0.110531531877567,0.308330193466537
"F11A5.17",3.42662978754638,2.38928046757632,1.49734814202679,1.59567464674061,0.110561451943905,0.308366002632792
"C12D5.8",63.2353120222677,-0.629518969684118,0.394588990158053,-1.59537895224082,0.110627519817084,0.30844465326318
"C08D8.2",410.512313402019,0.298025485675276,0.186806767129599,1.59536771742599,0.110630030658777,0.30844465326318
"C17C3.11",3.27921960408946,2.98760684242189,1.87273316317719,1.59531902417601,0.110640913516098,0.30844465326318
"T24C12.1",27.6270213451297,-0.804700091819431,0.504491779738696,-1.59507077050141,0.11069641092737,0.308551716128776
"T01G5.8",13.9668649974933,1.02475426872987,0.642572190412844,1.59476909212563,0.110763881080793,0.308692113229797
"C06C3.7",24.6332354624495,1.07494249728043,0.674250326313852,1.59427805271845,0.110873771132384,0.308950670378306
"C38D9.9",13.464260590098,1.09652719502582,0.687861817549054,1.59410969914408,0.110911466905504,0.309008008814825
"F59F3.2",17.6048240060669,-0.933546373157072,0.585771517770041,-1.59370393547123,0.11100236236872,0.309213525172495
"F17E9.15",2.70709971906979,3.20123667733815,2.00898922056988,1.5934563732652,0.111057847866484,0.309261347768162
"T20F10.5",69.5898895587046,-0.678857976231657,0.42604275461841,-1.59340340581471,0.11106972217151,0.309261347768162
"F23A7.5",38.1120111948632,0.557193232095288,0.349698347482225,1.59335391804678,0.111080817302849,0.309261347768162
"F11A5.5",2.20289889201091,-2.53235183424968,1.58935384594372,-1.59332161350516,0.111088060435918,0.309261347768162
"F44F4.15",3.2367056841661,1.98303707515092,1.24477035939184,1.59309471035266,0.111138945824065,0.309355298545906
"F13D12.9",83.1784188460652,0.8565637454791,0.537788763325829,1.59275128803711,0.111215996839817,0.309522041158731
"C42D8.4",6.73771605059416,-1.1929485545761,0.749113482361168,-1.59248042207968,0.111276798682611,0.309592101260132
"psW02A2.4",15.5466537676579,1.24235115097003,0.780136113509409,1.59247999093564,0.111276895483318,0.309592101260132
"Y48G8AL.6",3617.60796106738,0.235010490810757,0.14758165241073,1.59240994372869,0.111292623404631,0.309592101260132
"T15D6.12",3.52229560689931,-3.06510250987531,1.92499115337668,-1.59226836159674,0.111324418646333,0.309632832201072
"F14F3.1",99.6254699299381,-0.509590454432645,0.320059184735496,-1.592175693548,0.11134523308463,0.309643013774557
"H14N18.3",2071.62231990553,0.305560277599154,0.191962760928836,1.5917685082287,0.111436728556632,0.309849720760283
"T22H6.2",1089.94959531909,0.258913467707976,0.162680258838396,1.59154816667201,0.111486264542451,0.309895487522716
"trC49A1.8",10.5209062442245,1.4383463056863,0.903743535954191,1.59154256541117,0.111487524013767,0.309895487522716
"T01C3.4",22.9088075996186,-1.02466905224526,0.643974108788281,-1.59116498359431,0.111572451052266,0.310083805072278
"C13A2.12",5.43756179683418,-3.06562379451729,1.92701759599878,-1.59086445338263,0.11164008384891,0.310224007628798
"ZK1320.9",4032.12843625934,0.337196430326196,0.21200082575838,1.59054300434897,0.111712460118807,0.310377346098904
"C42C1.7",503.205712669215,0.428483513945552,0.269430730411974,1.59032903667068,0.111760656804165,0.310463468139734
"ZK813.4",52.1378447875011,-0.442937644125761,0.278545951287579,-1.59017800143309,0.111794687695898,0.310467956039542
