"","Common_Name","N2_1","N2_2","prg-1 disl-2_1","prg-1 disl-2_2","prg-1 disl-2_3","Fold_Change","padj"
"F07G11.4","F07G11.4",0,0,8.93660048186653,6.13403090629516,14.1621815439907,51.7732535388266,0.00677626253055784
"W03G9.8","mzt-1",189.147568275731,124.720066533323,110.226383194154,71.4058266059459,100.294686544243,-1.65737751978925,0.00678371284873603
"F57C9.6","F57C9.6",16.9147659526365,27.6046020818784,51.5119089691425,53.2114445103525,41.9699125690942,2.15065410274832,0.00681538019357643
"Y39G10AR.8","eif-2gamma",5196.95193493522,5250.44945886964,4819.28578992703,4682.26439763268,4381.25293808911,-1.12902703663074,0.00682293573363878
"Y54F10BM.4","fbxa-39",3.61870516065098,3.44240066974751,14.8388809764634,16.3814561426649,22.0695930446997,5.04949928213171,0.00684208782375863
"ZK1086.1","obr-3",463.45583421112,536.483296569438,361.133052423286,400.942867042477,414.729129389054,-1.27814639340738,0.00688278930331938
"T22B11.2","bus-4",16.9019367400817,52.5630192278544,5.93988719834902,12.282622754493,6.69556795906417,-4.23645599035408,0.00688677744737301
"B0393.8","B0393.8",264.709172942207,209.050549851458,378.71927565268,272.853202732982,357.099927671922,1.42695377237985,0.00689504006303852
"C50F4.1","C50F4.1",455.037751153226,512.528598637,716.604171729914,602.918494433804,585.888597126606,1.31002727512366,0.00690628838776985
"C01A2.3","oxa-1",906.597858806257,937.41136956155,1121.57545838291,1102.39334902214,1053.41584007904,1.18378349777638,0.00692223245887352
"F18A1.8","pid-1",657.511393661648,529.410728524265,478.603539802136,468.584859586382,460.621299341107,-1.25874172743184,0.00693655017278212
"ZK546.11","gst-30",16.7048713852524,12.7073321397256,40.1890090025135,40.0641336016136,27.9656942614936,2.48387339311501,0.00694335680344052
"C24G7.4","acd-2",54.6478397910902,76.4840744135823,91.5291049086356,112.368623068417,132.012587761162,1.69101348715235,0.00695282820662417
"F16B4.12","nhr-117",107.270389215177,93.597059470367,197.330134710454,150.861435764742,175.424071283593,1.74322577926487,0.00699197334201368
"W04B5.5","W04B5.5",566.18574269053,559.179265282623,470.365820600937,416.879968648006,410.740240240035,-1.30023105898767,0.00704017502774893
"C23F12.1","fln-2",1275.41509278077,1766.11470803159,2170.29202532151,3239.78207254222,1991.01782633577,1.62104884327628,0.00704519391794311
"H10E21.4","H10E21.4",59.8387725865218,97.8435637588292,24.5675910975031,27.7119411160107,42.4739408257798,-2.50777665110448,0.00704542201413648
"F54D11.3","F54D11.3",178.359711239904,139.578825337965,109.100904441487,91.3405703410685,83.8901833107023,-1.67038152573287,0.00704790989282256
"F56H11.4","elo-1",2267.54936255149,2358.01627856763,2620.25268670956,2632.99103613108,2955.05417758483,1.18268516387537,0.00705484779905933
"F31F6.3","F31F6.3",97.366337286079,149.846364108467,60.1683233057611,95.3228249453813,55.3954157251206,-1.773689546513,0.00706018097187344
"Y59A8B.1","dpy-21",983.809215341357,846.919364507076,618.749090518955,827.325376015754,556.292286057214,-1.36932387633132,0.00707648729122834
"F31B9.3","F31B9.3",132.105477704203,124.242645608962,49.129016069012,106.389177085151,71.1653525038009,-1.69834139922434,0.00707659812846013
"Y52D5A.2","Y52D5A.2",0,0,3.97195027924859,5.11162621952137,16.992248564621,46.2465451688499,0.0070859826598635
"ZK669.2","ZK669.2",66.0048608680189,41.8569274602109,100.470397419431,85.1165856254613,99.7281402401416,1.79052887151417,0.00708658998719393
"C25F9.4","C25F9.4",97.0713751587434,96.3570206390192,155.093851802812,165.535393760391,138.04401143814,1.5801749046045,0.00710093502477072
"H01G02.4","H01G02.4",0,0,4.83138787273075,6.19181027004873,11.7007997835174,41.7043378741876,0.00711504022937447
"T12C9.6","nhr-16",18.1223477469464,18.1146211499691,53.4916067704114,35.8157961298313,46.7450209690835,2.50462379690796,0.00711925177915799
"Y65B4BR.6","grl-16",234.199580827543,283.926697734867,120.971730025177,172.915372043121,168.717811731835,-1.68329043597303,0.00712413522156885
"B0336.13","B0336.13",513.48628355131,425.678187882387,355.6059969479,275.752610574182,392.851706142875,-1.37218180700627,0.00712520186163251
"F14E5.4","acp-2",77.371771164778,88.9314469666562,155.606083274613,121.747839601785,165.603190880006,1.77124034182477,0.00713330750415141
"K07C5.3","K07C5.3",1814.75823905117,1668.00802604564,1486.30840769801,1447.68852198785,1521.66624910425,-1.17085568109265,0.0071380884046305
"C43D7.5","sdz-6",5.88052316190301,4.14911355386359,26.1424388820086,22.6901384570835,18.9765601489786,4.58463031310304,0.00715324365437985
"C24A8.4","cst-2",336.211599774177,399.982368599019,242.902539336112,257.786389284645,266.118056047418,-1.44325507706896,0.00715513755292643
"F58D12.1","F58D12.1",0,0.859411506248563,8.8962128139293,23.5555623666956,7.70310173553241,26.6521685575679,0.00715749686308234
"C42D4.8","rpc-1",6487.72026302313,6462.54459226003,5810.90701672843,5904.49613307784,5299.32767521104,-1.14181738200089,0.00717337328469283
"C05E11.7","C05E11.7",2.42136637819871,10.3828862213412,0,0,0,-35.856331317473,0.00717632631424062
"C06C3.9","C06C3.9",0,0,5.88421468068873,5.13555317103006,11.9594786643866,41.4044301365512,0.00717754104482249
"F58E1.14","fbxb-47",22.8967295690718,36.0952832624397,0.988468090436589,7.16908419855953,15.4062034710648,-3.7642865360207,0.00718064469428398
"Y18H1A.3","hgap-1",771.102325883646,786.681222360774,984.504558820019,1093.89561001421,877.657837585458,1.26408603272289,0.00718460364406068
"T01B6.3","aakg-4",137.596183528267,104.051162002431,182.104076957758,168.971395894964,186.308142154439,1.49868129727526,0.00720425539724224
"F17A9.3","atf-8",28.7385314973575,45.980724063975,5.89898804638926,14.3667520046096,9.85743651794735,-3.74792709970335,0.00720425539724224
"R11E3.5","nhr-104",87.7964203790143,94.418597998265,130.183849119972,142.781972607358,133.499184133485,1.48220597062866,0.00720763851752917
"Y38E10A.22","Y38E10A.22",1430.72232895997,1500.63013353684,1286.24150333682,1243.71826969409,942.831888003273,-1.26743623234064,0.00720765049108815
"T16G12.3","T16G12.3",114.160014999735,89.3621210811667,152.474991896554,183.032746262229,143.626878509455,1.57999529874782,0.00720917943241139
"F43G9.11","ces-1",6.00343538014029,29.0650303183678,1.97083778854543,1.02534073943332,0,-17.7456214304237,0.00723062357482974
"T26C5.4","T26C5.4",23.3473341356388,16.4206005534875,47.1424278054007,40.2979768137348,52.0505041990146,2.36972015921507,0.00723202241472619
"C53B7.1","rig-3",260.431304145308,329.906045995158,227.34150728557,188.125351404259,223.955802300874,-1.39065211739157,0.00723714689138346
"R02F2.5","R02F2.5",0,0.848862470829886,13.7393278274899,7.18800784760435,20.8658736815892,28.1610322918047,0.00725273115489775
"Y51H4A.22","Y51H4A.22",0,0,16.7661953871837,6.15013582830104,3.88944393708742,47.897553816015,0.00725277594347602
"K01D12.5","K01D12.5",16.8096190643928,13.6776613262907,0.985418894272715,1.02534073943332,1.95185147082023,-11.483554456005,0.00725483852877943
"Y52B11A.4","Y52B11A.4",53.2748652339871,84.8047719429953,21.83285162874,40.9026802163591,19.8749902173311,-2.52683620584405,0.00725483852877943
"T27E9.6","T27E9.6",22.6272450987625,29.5684073575683,8.80756350832646,12.3343384700236,2.01189812453539,-3.40431993607943,0.00726043746183246
"E01A2.1","E01A2.1",1162.58023154876,1187.65183670576,983.14911721211,946.839774636716,1049.22444179906,-1.1835384847722,0.00726081762839558
"W02B12.16","W02B12.16",0,0,15.227211434314,4.14565941537918,10.2405267610018,55.7469382347315,0.00727071137402788
"F20B10.3","F20B10.3",11.981902806604,17.8976163233621,1.96737339598386,0,1.96692166983872,-11.342158819457,0.00728725672785375
"K04G2.9","K04G2.9",145.45930022871,146.396173695059,244.895378590559,179.81514819705,267.435145152877,1.58141707053841,0.00728725672785375
"C36E6.8","C36E6.8",1.15920349060648,0,17.2144253830329,5.17509479640517,20.0422091451682,28.7910013595305,0.00728754466717822
"C40D2.2","math-20",89.5316242214492,76.9322707125697,117.029857176561,125.807248268377,159.433942333707,1.62001150900731,0.00732743733865636
"C54G6.5","spp-17",1612.93503602327,1564.60749175872,1928.54822798288,1863.25041713324,2321.14605338301,1.28216308418202,0.00733110247458045
"T19C3.5","T19C3.5",100.542664467834,130.757917969189,183.666412290316,152.338559078129,199.357452720175,1.53299238737328,0.00733113700841085
"R04A9.7","R04A9.7",68.8964693495397,94.9496209519266,58.4670596140908,21.4862301451002,37.143059018063,-2.10612074616542,0.00734137248495066
"K09D9.11","K09D9.11",3.64880310550504,5.2266535991021,22.911827899575,21.4407241354078,22.345200921982,4.93106199493649,0.00734137802290504
"W10G11.11","clec-134",6.02260210857665,0,10.8688086663888,15.3646581558277,43.405238233202,8.41650262197491,0.00734511798024803
"ZK899.4","tba-8",26.6281766469472,27.6772659459705,9.92112535716928,3.06805858779601,2.84288078970899,-5.15308848138433,0.00734697818266027
"Y17G9B.1","npp-26",18.1669988447439,25.9713509857631,59.5582251796368,63.3931527200561,30.2546770613784,2.27872781682738,0.00735864494734144
"C33D3.3","C33D3.3",6.01848546166379,3.43186324756257,35.5501411243478,20.4906818100272,16.4387183030939,5.23240960516585,0.00738974627020161
"C34D1.4","C34D1.4",62.1426156718971,96.627750994201,208.868223359429,103.500272477642,137.501875040266,1.87294867570667,0.00739133246696529
"ZK512.3","ced-11",198.636011415571,217.526747201459,134.700738746176,141.820287527719,147.928358467987,-1.47298426152974,0.00739541577103126
"K03B4.6","K03B4.6",0,0,10.5783854985109,7.23395222784721,3.25955024596403,39.1956119404591,0.00740668887288161
"C14B9.3","C14B9.3",51.8703933723896,67.1311253899405,122.67263696156,98.2873309906939,121.842880802555,1.90950729347447,0.00741436829549253
"T23G7.2","T23G7.2",791.050818978886,700.618116248443,640.74486537493,600.085786456001,593.697614889347,-1.21648866999469,0.00741883446971142
"Y87G2A.11","eipr-1",680.746131698725,633.984955624927,540.422483100184,541.500651197763,459.520468334593,-1.2784221739846,0.00746428559735464
"C33H5.13","C33H5.13",85.5976462026845,107.590791769857,169.874155528417,120.816099445004,174.928323147746,1.59463530292896,0.00747573855511205
"C54C6.6","C54C6.6",390.750833951266,408.244076021342,315.20612641883,278.522447024318,331.54665597879,-1.29625045168884,0.00747674174886703
"VW02B12L.4","adbp-1",863.188317358705,770.708095072679,664.916258917826,658.377916526054,701.622748310682,-1.20722988256344,0.00749664869522704
"ZK632.9","ZK632.9",704.301791211908,703.763021130882,840.951624925092,819.846254083843,1010.84031452083,1.26072360627333,0.00749664869522704
