"","Common_Name","N2_1","N2_2","prg-1 disl-2_1","prg-1 disl-2_2","prg-1 disl-2_3","Fold_Change","padj"
"C47B2.6","gale-1",1635.58492447811,1567.57055836707,1223.07251890877,1187.6417981526,1131.59989018855,-1.35549393962412,8.35241485294338e-09
"F45E12.2","brf-1",2677.60177764933,2608.07969463115,1925.4795746019,1992.42136334389,1773.39214163849,-1.39311688402031,8.40149894231704e-09
"R02D3.5","fnta-1",1399.18164227001,1329.60776047262,989.498854092715,957.569196353127,956.932540553642,-1.40825216891398,8.41301269630875e-09
"K09D9.2","cyp-35A3",67.8427679687033,59.7590248379757,148.931166304123,163.579534470397,228.564119205756,2.84204337837982,8.50623858135031e-09
"T26C5.2","T26C5.2",120.1305521266,210.087803601264,50.7054328572807,38.8287668095081,37.5576312277781,-3.91977238055522,8.5723425372223e-09
"C38D9.2","C38D9.2",10.9206734260817,19.098157008756,67.6057589023186,53.134578294351,53.5247117360732,3.7222141063925,8.5723425372223e-09
"C13F10.4","soap-1",5514.44767188028,5491.01147249175,4040.12004784439,4308.29784576697,3696.16048994647,-1.37083120866417,8.67241277154885e-09
"K01D12.1","K01D12.1",67.4382413096978,109.893551613844,0.987889447316569,1.02438293348381,0,-134.219903881346,8.75258618113662e-09
"Y48A6C.4","Y48A6C.4",1626.01798162467,1586.0990404023,1236.36502225782,1129.02081892566,1077.48959065266,-1.39909810061359,8.82133773528146e-09
"H28O16.2","mcrs-1",1270.42519064504,1164.31027288414,808.970552547933,885.471774247409,725.278163519055,-1.50839522027346,8.8856709590211e-09
"Y46G5A.19","spds-1",198.007092979803,162.89012975276,353.551641794408,347.106468741492,311.910919883538,1.88253969939335,8.88999055629995e-09
"C09B9.4","C09B9.4",2.41370056863246,1.72248042304223,68.288173398676,77.7990130868686,47.8879544228839,32.0083742351169,8.91481214850313e-09
"F52H2.7","ccd-5",257.869591841417,310.151706044813,132.499105855957,139.87124679531,119.139544954682,-2.18480290732086,8.92616135022601e-09
"C54G7.4","ifta-1",88.911918825076,149.267423185953,30.9173809395062,31.6350114692303,16.674261233076,-4.55502248151542,9.00399223606105e-09
"Y106G6G.1","Y106G6G.1",6.03640597860061,4.30844419900446,66.3287403815641,51.1775948103874,53.5645436725133,11.2654197162674,9.03631598177297e-09
"F40F8.11","F40F8.11",3158.12575090456,3145.89320431342,2454.75330914639,2360.03339942901,2526.39544157138,-1.28798813765464,9.04491343718749e-09
"D2030.11","D2030.11",381.917920192369,346.723528723245,182.87350780689,165.308197324756,215.378208780156,-1.93793706654951,9.07604922469408e-09
"K07C5.5","ceeh-2",138.686259007947,136.763528220587,272.352927407414,263.104996663064,262.099455413766,1.93126318013161,9.20929401212954e-09
"K10D2.3","cid-1",6202.89446619763,5658.43608529691,4697.61990919837,4446.40044241377,4388.62219733596,-1.3140839804447,9.22961090081469e-09
"K03E6.6","pfn-3",99.8813893985093,105.959517843234,285.463615163994,196.566499954426,273.049359558354,2.44185141264053,9.25010651658819e-09
"C34C12.7","C34C12.7",52.886588039447,59.9323496205481,168.658433471398,124.024943549228,157.48085462576,2.64775231540063,9.34582657348593e-09
"R03E1.1","sym-4",1049.33785764071,1136.51560450357,748.667861668008,794.084600762132,744.348735263438,-1.43614493004876,9.36249903882177e-09
"C06C3.1","mel-11",3286.16609779887,3234.54893387585,2326.31049190818,2498.66178643482,2312.86373528229,-1.37030119210445,9.44613594902704e-09
"C48B6.4","C48B6.4",3.64158387925773,0,66.6324265646015,75.6049085891385,60.9542735335018,43.7979292603766,9.49769650131469e-09
"T04F3.3","T04F3.3",0,0,104.924214941054,83.9355384245029,109.104361861055,529.672097430193,9.51929384161788e-09
"F30B5.4","F30B5.4",904.212354969769,824.349956787009,1324.54991859702,1295.71234472001,1250.5414033349,1.49529811914919,9.67700641251699e-09
"F01G12.5","let-2",5626.69264623717,7066.43028676348,13495.8322118708,18373.0108470733,13799.9842653596,2.39829252250994,9.83665705602814e-09
"C16A3.3","let-716",8876.39346117089,8374.91452759512,6327.8091435929,6606.12416894611,5571.56238355057,-1.39829826580788,9.88162597364099e-09
"Y57G11C.6","ptp-5.2",0,6.92611769333682,76.4357394149053,51.1227906251235,69.9532977314684,16.9595920656261,1.01727964167996e-08
"F11G11.8","nspd-5",2.17920810107711,0,71.8112926474367,82.8198061175189,96.2465109777054,92.9120046476314,1.02442797387828e-08
"ZK1251.1","htas-1",0,0,89.8326992095985,88.758358516336,82.0352723227373,479.832390114866,1.05328441338863e-08
"C01B7.6","rpm-1",2251.1453602801,2586.53691596577,1495.90414511278,1807.82186376996,1637.0184344447,-1.47036734985247,1.05878510568537e-08
"ZK1248.13","gtap-1",2795.4066421298,2708.03236676417,2091.91908861451,1992.74457117892,2138.22568967884,-1.32583412486269,1.05992811286432e-08
"C05E11.5","amt-4",416.108864506961,518.957548669303,706.74939520809,765.399004843819,736.778868194186,1.56565760003785,1.06689406878652e-08
"ZK622.1","ZK622.1",0,3.45528415124237,58.4921026745613,61.3788704618269,58.9383520359853,30.05839125157,1.08340774900619e-08
"ZK829.4","gdh-1",3560.79814186152,3821.87769359322,4805.57947309434,5955.83876437124,5575.98876809929,1.47477728845129,1.08997314681292e-08
"C27D9.1","C27D9.1",1512.41181702774,1394.16960001441,1051.73864451224,1063.15113915313,968.84432547237,-1.41247345398249,1.09007304480845e-08
"W03B1.7","oac-51",129.972558878417,115.637294697226,33.8329895634556,10.2144570321799,10.2896207885877,-6.7872733471526,1.09553554550192e-08
"B0244.8","egg-1",12613.1110435369,11931.0742417971,9425.27609860819,9601.9492772843,9097.35058584866,-1.30887069000658,1.09689205264694e-08
"F08D12.2","F08D12.2",71.6338852579838,103.439370295783,197.121191803072,198.23235240176,260.118660950409,2.46665172183846,1.09975216719265e-08
"T27C10.7","nspd-10",0,0,89.3373232214762,61.8070296910052,99.1630570300681,500.656496922892,1.10853019721605e-08
"T01B10.2","grd-14",52.9633573751233,68.1165742095748,185.048390478721,126.831187777103,195.554755487496,2.76889197509522,1.11287825553508e-08
"R107.4","ikke-1",3780.27928536914,3579.52873939375,2848.64680689942,2928.39460215628,2750.85696223644,-1.29395536753977,1.11354931451157e-08
"F20D6.6","F20D6.6",0,0,103.738128734031,94.2398763658715,71.4062065772979,479.836068980049,1.11725481387907e-08
"T12G3.8","bre-5",593.433570684511,586.166198774693,348.619609681078,386.837984525241,351.585874068218,-1.62823588243925,1.12178256880542e-08
"T19A6.2","ngp-1",3643.39769763894,3664.12436162757,4769.29429183659,4497.75180442016,4720.76632689458,1.27610641126575,1.12689238587638e-08
"F27D4.5","bckd-1B",2200.7029249052,2154.83992212632,2959.85050358772,2761.61305075371,2963.15064189354,1.3298262494408,1.14038274329772e-08
"T23G7.5","pir-1",1415.65440123041,1308.58800868881,890.248461180611,1011.6648403496,911.232250070707,-1.45133240635814,1.14182762785512e-08
"M7.9","M7.9",0,0,60.3258893761574,110.185907885342,118.64461724928,526.315701131271,1.1451931703242e-08
"Y52B11A.9","dxbp-1",1097.57721428078,1066.12258838833,771.012919065412,771.442041436022,739.83536832141,-1.42144140999781,1.14543408432753e-08
"Y51H7C.1","Y51H7C.1",62.933213772879,29.4029143134867,126.980037778043,293.520479781666,154.517860910401,4.22589555306413,1.15201150244392e-08
"R13A5.1","cup-5",1923.53493322619,1661.80429150966,1267.56851424059,1304.33455108828,1294.01650689933,-1.38833277704594,1.15201150244392e-08
"F36A4.4","F36A4.4",0,0,91.4774206978276,71.2793124846712,99.385262608963,484.557566401312,1.15349122857197e-08
"F26G1.1","F26G1.1",3511.68584047053,3267.82122002377,2642.57282280567,2609.9450888114,2424.08160456597,-1.32403087376459,1.17339726519387e-08
"K07H8.1","tbce-1",1904.40584231538,1793.58495427857,1334.40113556855,1363.85345221172,1260.97110028192,-1.4002458511322,1.18029607860852e-08
"F17C11.3","col-153",32.5534410661328,51.6015799605571,140.420573922525,134.143052792469,129.756190292895,3.14559589421762,1.20191555746156e-08
"B0511.11","B0511.11",469.406839217581,448.551141013442,249.463564826483,236.071448823407,227.56566578992,-1.93006590590056,1.20191555746156e-08
"F58H1.1","aman-2",5574.95063666371,5173.34016187705,4233.09997705131,4255.66838556434,4015.34016371097,-1.28878479165972,1.21488267830091e-08
"T08G5.5","vps-39",5936.01239026403,5465.84280024582,4562.09065836302,4362.61054565161,4232.28326567585,-1.29927552938602,1.23050174746299e-08
"F15E6.6","F15E6.6",151.052420743309,244.471721643524,470.804552541876,445.926565513784,397.175540495172,2.19326487796765,1.23938002156001e-08
"F54E12.2","F54E12.2",12174.2564956499,11209.3719660152,9157.8506345094,9253.86932364073,8853.12715493275,-1.28614570679324,1.24295429215631e-08
"C04E6.5","C04E6.5",3.63586847989161,0,66.5446388079854,66.4453172813214,84.8812441597979,46.8046490139549,1.25664464012195e-08
"C28G1.4","sprp-4",221.585662738364,237.296661605399,106.680515008849,104.103522661246,102.039868927694,-2.20381383071284,1.26055578827595e-08
"W02D7.10","clec-219",0,0,61.9505665973562,103.63915036173,131.000467780219,532.096288865295,1.26415964046037e-08
"T21G5.1","T21G5.1",0,0,94.4342596398971,81.7507859098693,88.3293652562103,467.219004146939,1.28598937485873e-08
"C04E7.2","sor-3",407.330255446761,423.927141197284,243.391564298477,248.379886968195,244.965241407454,-1.69417534461872,1.28738977451214e-08
"H20J04.2","athp-2",4294.51651860154,4081.5767075851,3151.04804602879,3238.37874623297,3023.08481842558,-1.33449503565821,1.28835692177897e-08
"C05D2.1","daf-4",874.841411533135,950.705339166963,622.170654172395,644.239876905346,559.293670291607,-1.50255341553936,1.2905830057461e-08
"T01H3.2","T01H3.2",2393.85643228234,2147.46847171316,1711.29076364992,1691.41398900043,1643.40060291969,-1.34818461241829,1.30443024445628e-08
"F55C5.7","rskd-1",3567.9262621705,3514.95546722023,2582.7605196058,2499.26298126406,2690.82473795033,-1.36663264158855,1.3325341243054e-08
"D2030.8","D2030.8",2256.49904111029,1926.18957167932,1520.50223300117,1509.87906973959,1517.88755568164,-1.37671396971722,1.33495774779867e-08
"T09F3.5","T09F3.5",1254.65918120504,1146.85886442609,809.615095410508,862.700519721308,782.148287946096,-1.46608727476488,1.35083178649486e-08
"K09H11.11","K09H11.11",0,0,91.7057505130194,104.570011937922,73.862834539569,505.470801436494,1.35875120053253e-08
"F29D11.1","lrp-1",6547.32270800078,7887.40046548557,9502.76419241175,10177.2486880036,9869.50446267339,1.36379559271115,1.35875120053253e-08
"C32D5.4","C32D5.4",1.20732757189012,1.72347427862776,65.3408722254358,54.2475687754006,73.6409061896017,42.827142794605,1.3762079677354e-08
"K10B2.5","ani-2",6550.76371654593,6038.96515698589,4966.95286242441,4828.02359647138,4538.89015598157,-1.31702762490897,1.39369340807458e-08
"C56A3.4","C56A3.4",502.559595829057,524.165276307706,332.919925952722,326.297878960753,312.119982678178,-1.58696423453286,1.39669826357466e-08
"ZK546.15","try-1",1529.85121378393,1428.53088274302,1037.15081553523,1069.8907764671,1024.2054458683,-1.41588233176919,1.43056223920642e-08
"F10C5.2","nemp-1",2445.06525526352,2427.23926443053,1852.45206047408,1870.23300227252,1632.98070761362,-1.36496445212163,1.4758380185911e-08
"C34H4.2","C34H4.2",81.0890092994822,145.290191370206,243.052726714658,288.404521766262,272.04093885994,2.32790565224905,1.47652277401567e-08
"F57A10.3","haf-3",2294.06539625329,2132.08993841645,1681.39320965515,1711.04952359558,1553.08129638867,-1.34152505924284,1.47652277401567e-08
"Y43C5A.4","Y43C5A.4",1.19406397247409,1.69606801389976,80.4270506818523,62.6510387621516,57.7738413942358,45.1471717530314,1.47880584789929e-08
"Y47G6A.33","Y47G6A.33",470.266744541423,416.969433869066,878.526203810603,629.423988564476,917.45850858922,1.82541348761129,1.50360611906103e-08
"F25H5.7","F25H5.7",15.7479626450119,3.46388789671314,66.5181476754486,67.4783674692277,85.0277671058311,8.13379628186827,1.51076789554389e-08
"WBTransposon00000005","WBTransposon00000005",1.21948354873438,35.8549146552922,568.072916566673,527.3575105928,379.027140537678,25.9262779223101,1.53755486112005e-08
"ZK892.3","ZK892.3",3.63747436914563,0,70.5436040274501,61.3249451526476,71.5625050239122,43.7999510761757,1.53755486112005e-08
"C33H5.14","ntp-1",1435.34183020595,1374.09335241103,1076.11240190786,982.559519306612,929.034918052217,-1.40984066828865,1.53866505837098e-08
"F10A3.17","F10A3.17",205.050142962096,319.960553024092,543.35276616236,523.136069466496,579.55678477398,2.07443221029121,1.54727290445255e-08
"C04G2.2","ttbk-5",2.4150204025746,0,92.0829534300647,78.8086023401745,94.6288350386848,86.895487084457,1.56074677211972e-08
"C14B1.1","pdi-1",11327.6934988068,10971.9665795542,9129.08639109289,8879.84331444113,8997.36767025138,-1.23836922574213,1.57438961822679e-08
"F57F4.4","F57F4.4",9160.37205203256,10191.415835988,20906.8007374726,25898.623981882,19065.0620039173,2.26911296483732,1.60494409357808e-08
"Y57G7A.5","Y57G7A.5",2.39564074427574,0,93.4258276840637,75.9312139809692,80.7358436067832,82.8780348014222,1.61563933078604e-08
"Y38H8A.4","Y38H8A.4",1.20533288276124,0.85966263304844,91.9430816387028,68.6139448932053,86.5961994685881,82.0280662831327,1.62510671093445e-08
"F25H8.2","F25H8.2",1904.18368350483,1723.64737400555,1363.1231029044,1312.87545454365,1285.64691172459,-1.37170224116724,1.63190186440419e-08
"Y44A6D.5","Y44A6D.5",1.20835937785426,0.862812572374239,77.276570810922,85.953154925525,90.572554628198,83.9219647444172,1.63846984798512e-08
"C55A6.3","C55A6.3",16.7796868933294,21.3159146074003,90.5220976512424,80.0207850853919,117.884878130152,4.99839056542372,1.6398550099892e-08
"F47B3.7","F47B3.7",0,0,89.1153280802122,85.9719718819919,73.5901926200637,441.535846910799,1.64110891337337e-08
"F42H10.7","ess-2",2060.60771339097,1922.05174563743,1452.70034437433,1538.76408446266,1402.70281415226,-1.35854546121791,1.64400815671385e-08
"F52D10.2","F52D10.2",294.071929194304,281.928450966814,150.25994838395,162.835331779605,113.578682572017,-2.02593295119761,1.65326115209613e-08
"Y74C10AR.2","Y74C10AR.2",1.18156207973368,1.67065806198818,45.6869267435327,66.956815857642,87.0303601847734,45.4257753984012,1.66848681114176e-08
"T22C1.1","T22C1.1",2668.01592566051,2324.0680403051,1825.77617409087,1862.13300863035,1770.73978898662,-1.36991429424386,1.66999234631758e-08
"Y39A3CL.1","Y39A3CL.1",2126.79105453735,2033.4502051965,1645.78260170027,1517.90359896883,1489.55205857701,-1.34037407820307,1.67245314744621e-08
"F53H8.2","arr-1",434.338006436553,492.69344148807,258.848483986133,287.415814560437,286.628816439144,-1.67411457252494,1.68559217049801e-08
"C06G3.6","C06G3.6",657.883887387965,710.260945392539,445.829845045045,433.474342549394,428.672112831237,-1.57140660126187,1.7394821379417e-08
"Y110A7A.10","aap-1",2032.70190313758,1983.94775851419,1489.9601049424,1493.42366016095,1502.66502818453,-1.3425299116613,1.74162922419906e-08
"F57F5.5","pkc-1",1423.60232854275,1360.05022782897,857.589424111402,1061.44889902989,870.456099596044,-1.49681128569897,1.75755201932293e-08
"T05A7.11","T05A7.11",57.2448271240031,74.1975767235724,3.98934922073865,4.0819327479528,0.926338077112596,-22.2346139373775,1.7582755960637e-08
"F33H12.7","F33H12.7",107.025521546635,121.154115772817,243.996096232081,220.71316499163,227.718721787743,2.01361122642883,1.78018426786378e-08
"T16G12.5","ekl-6",2316.17595131803,2243.6686305354,1561.59737729087,1723.70467192071,1368.15544224843,-1.47014035700629,1.80674722900459e-08
"W03G1.6","pig-1",1762.3496825117,1751.45219510037,1149.91011481901,1259.73386046063,1016.93196477222,-1.5387556735364,1.8135841892061e-08
"W01B6.6","W01B6.6",0,2.5847739969528,61.374826495799,59.367515546225,67.931448361137,42.2015358990604,1.82461835346584e-08
"T19B10.1","cyp-29A2",189.023383907039,203.578917772486,363.445044435771,326.117565197528,407.757617947071,1.86033462243305,1.82676339932508e-08
"ZK455.4","asm-2",78.8962912913573,115.510289775375,248.616051689325,200.254930268356,241.993815464703,2.34161410111893,1.83887652839552e-08
"F43G9.9","cpn-1",2799.94050435822,2687.69817288601,2149.93115051769,2143.04059912722,2030.46389674851,-1.30097073101663,1.85306161060632e-08
"Y75B12B.6","plc-2",164.228491298852,208.25547753808,333.770836666441,371.613598908603,378.667230219907,1.92724608622826,1.85715579595832e-08
"F43C11.9","enri-1",337.623012593641,370.72216922738,149.332310350133,167.929705896121,216.185803194697,-1.99310766428457,1.86087232813574e-08
"ZK1098.2","ZK1098.2",1715.70748207356,1620.61499075717,1281.26048005605,1209.55202697366,1153.10745747376,-1.37246521356189,1.87836293431061e-08
"C26F1.4","rps-30",10149.1678675299,8866.47635065247,13895.2941491931,12920.34114211,16464.3009707894,1.51759239743797,1.88951539028894e-08
"C50F4.3","tag-329",6.03777576573162,0,39.6068124800943,59.361599632804,68.811608683696,21.5349536045029,1.89387670529806e-08
"Y87G2A.1","Y87G2A.1",1767.51865602315,1780.03149565296,1328.29751741224,1339.78178428702,1268.65437922287,-1.35214886086222,1.89392035656758e-08
"F08G5.5","ugt-65",49.6847844483539,56.318304802297,146.980667098174,143.11827592839,141.524860380292,2.70020742073708,1.90387656425548e-08
"ZK1290.6","rnh-1.1",0,1.73277694692662,93.3496860317036,88.9388990350806,73.6028296081062,85.035684791686,1.91638052853602e-08
"T04H1.4","rad-50",6342.26275144484,5679.55801209152,4412.78845277874,4550.58658580235,4096.23283395852,-1.38033581973435,1.91638052853602e-08
"F01F1.11","F01F1.11",1951.04016672993,1809.46887430414,1397.37343166826,1447.71791127666,1358.59174720801,-1.34047137855273,1.92407845531549e-08
"R11H6.2","R11H6.2",1283.88774600231,1363.47811633999,896.683877898237,895.946988789699,882.085166817831,-1.48584544541202,1.92478276905728e-08
"F45F2.3","his-5",1940.96771790257,1665.6091934303,574.401988614468,503.832483653455,778.184963079362,-2.91533987246361,1.94647973790018e-08
"C44E4.1","ubr-4",10198.3745808528,9477.79321767525,7545.81807354157,7901.24219349459,7715.21108757257,-1.27385744258325,1.95715781491644e-08
"C53B4.3","C53B4.3",119.709400896506,145.96110269642,292.432105975689,253.709061150779,271.040464724541,2.03718071052509,1.96126452313231e-08
"F49E8.7","F49E8.7",1675.60769490055,1505.61420888221,1151.63619511559,989.392218780889,1145.87823978696,-1.4496590032922,1.97531342298605e-08
"WBTransposon00000103","WBTransposon00000103",174.543004132967,193.053442817668,410.815380554986,420.053673916708,310.356479711674,2.06372405233937,1.98254510648406e-08
"F28H6.6","F28H6.6",274.646913515115,295.81286961734,141.356613654318,142.979772807053,143.816327600173,-2.00142339145543,1.98278216369777e-08
"Y48E1B.9","clec-146",101.419247899296,109.096391610304,286.195601336152,201.04900053535,270.960753123605,2.39625559290699,1.99910077466952e-08
"T16G12.7","T16G12.7",2.40917142249611,0.858887091690029,88.9306803336688,55.3118092227686,57.8621500001729,44.36582774407,2.00728547532538e-08
"F20C5.2","klp-11",207.423117096528,338.362000512945,101.461226274806,128.255139069328,104.687088468447,-2.46069239973457,2.01114912980215e-08
"C18B2.3","C18B2.3",149.596931466304,188.029805136533,306.603536896838,357.176129939693,344.730356934817,1.97755096194174,2.0346939703262e-08
"Y74C9A.2","nlp-40",627.129088418106,683.613847773333,1050.07994836501,1024.66876968822,917.487796423254,1.52002817613534,2.04748566027934e-08
"T07D10.3","T07D10.3",22.9460787835364,31.8981809034207,106.948322987167,100.297005724451,88.8458426454578,3.54325006545072,2.04748566027934e-08
"T23D8.4","eif-3.C",12863.4871220913,12295.9818502997,10396.8062362554,10029.4456892654,9737.97413798989,-1.25094571976054,2.04748566027934e-08
"F14H3.6","F14H3.6",3813.05875332447,3441.28911776869,2684.01597457651,2746.77621427648,2745.93241721159,-1.32961917645243,2.04748566027934e-08
"C27B7.1","spr-2",3274.61215571034,2974.83499210571,2397.28292664239,2301.31370944242,2433.98841320259,-1.31275026925041,2.09432861597823e-08
"F37C4.6","F37C4.6",230.384422624651,257.557358081685,457.061465631638,385.318786384526,455.660746545519,1.76845834360968,2.09662952281282e-08
"EEED8.9","pink-1",2204.82571920571,2142.55204782896,1602.43833314305,1663.19029737755,1688.57868552712,-1.31556092477465,2.09662952281282e-08
"Y54E10BR.2","Y54E10BR.2",620.500700348964,615.071329055601,419.165918181965,380.503444813878,423.411119436549,-1.51458851607248,2.10021762810137e-08
"C25A1.5","fath-1",1836.69226043995,1727.66897557436,1328.83602997402,1336.77215932024,1279.52202596618,-1.35404166580326,2.10033565452698e-08
"Y46C8AL.5","clec-72",124.708824674032,161.816045399349,37.7105798140081,48.0610105902616,43.5392419711118,-3.33692064376631,2.10265443685503e-08
"H34C03.1","spd-3",449.311483059399,400.799744494688,266.017310531099,255.621181942093,263.823477994545,-1.6180963851972,2.11196756979907e-08
"C45G9.2","C45G9.2",863.012959370976,776.552015797674,497.098540757806,487.899777929196,588.12294474435,-1.56005989909368,2.12064297072516e-08
"R193.2","R193.2",651.223053743503,711.881676942605,1135.17492568438,1406.61214938457,1006.02299914918,1.73255351615998,2.12802194345759e-08
"F17E9.12","his-31",328.43637059691,392.982150022878,150.910210473423,158.940969070059,213.20135974777,-2.08284020968856,2.14195840905249e-08
"C09G4.2","pkg-2",652.212355471467,793.270808875693,1145.82607873665,1078.35414976893,1123.89400632363,1.54011082992027,2.16651265521917e-08
"K03H4.2","K03H4.2",1534.91303727629,1444.49110888197,1045.08913394133,1026.5265326637,1009.01412478261,-1.44961051030934,2.16984607804804e-08
"F54A3.4","cbs-2",2.4307934165033,7.83171455892222,81.6366242173216,50.0408489259422,59.7420104442825,11.7356368610874,2.20200413018161e-08
"F10E9.5","F10E9.5",640.482635496447,691.551031371092,421.658267218146,402.962337095541,445.213535910875,-1.57565429774382,2.2118327927411e-08
"C18A3.1","damt-1",528.727450595105,539.325366263901,332.600998781929,315.266012900365,320.567506988135,-1.6548428472842,2.22495524653182e-08
"C46E10.1","C46E10.1",0,0,84.9503949087797,75.807073225823,103.334512467027,470.886750585157,2.22866702782188e-08
"F58A4.5","clec-161",9.73019868427558,2.61334938065602,58.7741082021384,96.9935531390674,58.6549069699995,12.3150964909222,2.24685229649578e-08
"T27A3.3","ssp-16",0,0,65.3907884672604,93.3773236876222,73.0483175026877,438.273688306953,2.25359477529432e-08
"ZK970.3","mdt-22",587.916096239663,554.081347427148,335.525041283098,359.769369482548,321.499697322099,-1.68294464499907,2.25470314374481e-08
"F35C5.8","clec-65",573.545860685914,748.973941150564,1099.01994935137,1048.06492402339,1010.46841602664,1.58430873628133,2.26013125625052e-08
"Y63D3A.4","tdpt-1",931.801442679815,800.23372795592,599.809569155149,547.642435521367,552.381896310542,-1.52441880730098,2.27623387900381e-08
"R02D3.2","cogc-8",2266.49963832504,2296.11185104509,1700.29581197551,1797.44486714408,1565.03232113126,-1.35254344357351,2.28018082956746e-08
"D2062.6","msrp-6",0,0,70.7839127913102,86.4892719694802,67.6356043252537,436.68027625612,2.28018082956746e-08
"C16A3.2","C16A3.2",433.623142060249,409.842962120239,256.082409409767,267.004227667781,246.66005616286,-1.64153215540443,2.28193830930719e-08
"K09E3.7","K09E3.7",277.305770983532,261.328147051117,121.531105680392,143.959740343199,143.387817690825,-1.97286283914296,2.28444156852406e-08
"Y47G6A.26","Y47G6A.26",2.37968442030941,0,82.1415097643843,74.0236243924984,100.933047342616,85.5056272189765,2.28510529427709e-08
"ZK973.1","ZK973.1",7598.06071265541,7096.44968159803,6086.50380093282,5718.08961345913,5581.87286263352,-1.26729522382176,2.28929118602746e-08
"Y71G12B.9","lin-65",1920.86494147516,1883.04525663828,1364.62377066434,1455.28541018993,1227.54233098988,-1.41006064639003,2.30130940470793e-08
"T28B4.3","ttr-6",664.984678537352,702.43370314422,1046.46713869698,969.556624753816,1253.74482591216,1.59208987639516,2.3124188021255e-08
"R10E11.3","usp-46",1274.7543909287,1212.17000042259,842.739354317016,939.966347391359,851.061757508758,-1.4155725798915,2.35524342150336e-08
"ZC477.1","ssq-3",4.80076304724691,1.70865721999516,66.000019045158,83.0633919496547,43.9838782645222,21.011309071214,2.36002351308117e-08
"B0024.4","B0024.4",41.0801048471853,49.1731232824407,115.90508941847,143.259987245605,123.98671997344,2.80651219932261,2.36263039352878e-08
"R11A5.1","apb-3",3785.45961911326,3504.4222036842,2815.55348722917,2824.17775537026,2693.69885061375,-1.31135320196697,2.36263039352878e-08
"Y66D12A.13","Y66D12A.13",94.561965625232,123.976584120333,240.417997125589,215.6689790019,236.456979202786,2.09211945286268,2.36342085218201e-08
"F10C2.6","dars-2",1073.86622023136,910.634850099321,667.109767991997,637.614939532211,664.833261563856,-1.50732316258401,2.36506516478471e-08
"F10C5.1","mat-3",1878.86164037835,1878.48532257312,1374.0481978397,1397.40820020881,1159.59928434708,-1.43439590532903,2.42572637908437e-08
"Y106G6H.15","ska-1",1146.19364324584,1095.36035993189,762.090303380176,784.989604224985,780.093011142356,-1.44375429938115,2.46940317130723e-08
"R07B1.4","gst-36",296.972972351591,370.811446371986,619.259923014564,517.820553554758,570.264858430087,1.6954205368527,2.47055233042803e-08
"F55H2.2","vha-14",2498.23342607421,2577.43600593522,3247.82390515996,3337.61863164119,3324.04612883347,1.30097466678549,2.47767268533627e-08
"T05C12.3","decr-1.3",1.20391008950639,1.71637306198396,60.2467296308912,62.4930590420802,61.8467677514142,41.0368533124299,2.48270939752244e-08
"F25H9.2","F25H9.2",143.273619331766,104.707596149558,45.4341849212703,35.8560096464283,27.0521968765718,-3.41905996737438,2.50993749737055e-08
"D1044.6","D1044.6",3257.08330338004,3066.95234034214,2057.33138663903,2320.11551677404,1732.80603007126,-1.5526039839072,2.54236017169108e-08
"F55H12.1","snf-2",0,0,90.5913569767782,106.211764520754,58.8236542729075,450.00187245139,2.54369626106007e-08
"F44A2.3","F44A2.3",82.4904136487398,91.9834462654657,203.767241043399,171.680750743766,216.179910003786,2.25298135233438,2.56570322866281e-08
"K09F5.6","K09F5.6",178.724542907018,235.069978905852,73.693234501958,58.20384375515,69.9233197280002,-3.08237990947344,2.56776694468847e-08
"C01B12.8","C01B12.8",549.443337131806,504.798310131554,354.486384675307,317.627446290065,310.574744157621,-1.60491204681576,2.61318714986944e-08
"C50H2.1","fshr-1",448.968131768378,451.479422116422,839.030994916193,738.078289311901,751.286138117215,1.7236338656018,2.66678113778515e-08
"Y110A2AL.14","sqv-2",837.664782529005,797.709279729024,536.806508595132,582.715802566959,474.440988745918,-1.53857137001409,2.67802735676386e-08
"C56C10.10","aipr-1",1133.60593572179,1016.03569190736,776.420966265002,720.836622873688,643.426387688454,-1.50428008918511,2.67802735676386e-08
"F54D10.3","lido-15",42.1392998034606,33.4721004084654,109.63466361437,118.837060542448,117.870286390777,3.08505984408802,2.78227679016603e-08
"ZK616.6","perm-3",1021.91790720399,956.094533936996,659.327483872347,720.641931808932,692.614725930868,-1.42997035125477,2.78406204125278e-08
"C52E12.6","lst-5",55.484350352485,66.2619273723629,164.210811218919,144.363660358999,184.26304774663,2.68275248812806,2.81661548800861e-08
"C50F4.12","C50F4.12",1203.93086088592,1174.86332193446,835.131970696282,794.712997549613,872.843559643856,-1.42470981072228,2.83469123307906e-08
"F53H8.1","apm-3",460.686328948326,429.228184700721,256.739154798124,249.619404303629,224.464495550387,-1.82514769712244,2.85659095053907e-08
"W05B10.1","his-74",1299.92246230614,1192.17023738727,873.942868887666,812.076519357866,928.615593635046,-1.4280301383974,2.91299917950181e-08
"B0432.6","B0432.6",594.169922511442,526.896769642247,356.867377411881,342.056608895522,343.623641340763,-1.6089174831645,2.91752866139543e-08
"F14F3.3","mboa-7",386.117819945368,321.75951139636,161.717602540336,189.195427013132,201.826903822511,-1.91401309581957,2.94175343522149e-08
