gene_ID,public_name,,
21ur-10096,21ur-10096,,
21ur-10097,21ur-10097,,
21ur-10098,21ur-10098,,
21ur-10099,21ur-10099,,
21ur-101,21ur-101,,
21ur-1010,21ur-1010,,
21ur-10100,21ur-10100,,
21ur-10101,21ur-10101,,
21ur-10102,21ur-10102,,
21ur-10103,21ur-10103,,
21ur-10104,21ur-10104,,
21ur-10105,21ur-10105,,
21ur-10106,21ur-10106,,
21ur-10107,21ur-10107,,
21ur-10108,21ur-10108,,
21ur-10109,21ur-10109,,
21ur-1011,21ur-1011,,
21ur-10110,21ur-10110,,
21ur-10111,21ur-10111,,
21ur-10112,21ur-10112,,
21ur-10113,21ur-10113,,
21ur-10114,21ur-10114,,
21ur-10115,21ur-10115,,
21ur-10116,21ur-10116,,
21ur-10117,21ur-10117,,
21ur-10118,21ur-10118,,
21ur-10119,21ur-10119,,
21ur-1012,21ur-1012,,
21ur-10120,21ur-10120,,
21ur-10121,21ur-10121,,
21ur-10122,21ur-10122,,
21ur-10123,21ur-10123,,
21ur-10124,21ur-10124,,
21ur-10125,21ur-10125,,
21ur-10126,21ur-10126,,
21ur-10127,21ur-10127,,
21ur-10128,21ur-10128,,
21ur-10129,21ur-10129,,
21ur-1013,21ur-1013,,
21ur-10130,21ur-10130,,
21ur-10131,21ur-10131,,
21ur-10132,21ur-10132,,
21ur-10134,21ur-10134,,
21ur-10135,21ur-10135,,
21ur-10136,21ur-10136,,
21ur-10137,21ur-10137,,
21ur-10138,21ur-10138,,
21ur-10139,21ur-10139,,
21ur-1014,21ur-1014,,
21ur-10140,21ur-10140,,
21ur-10141,21ur-10141,,
21ur-10142,21ur-10142,,
21ur-10143,21ur-10143,,
21ur-10144,21ur-10144,,
21ur-10145,21ur-10145,,
21ur-10146,21ur-10146,,
21ur-10147,21ur-10147,,
21ur-10148,21ur-10148,,
21ur-10149,21ur-10149,,
21ur-1015,21ur-1015,,
21ur-10150,21ur-10150,,
21ur-10151,21ur-10151,,
21ur-10152,21ur-10152,,
21ur-10153,21ur-10153,,
21ur-10154,21ur-10154,,
21ur-10155,21ur-10155,,
21ur-10156,21ur-10156,,
21ur-10157,21ur-10157,,
21ur-10158,21ur-10158,,
21ur-10159,21ur-10159,,
21ur-1016,21ur-1016,,
21ur-10160,21ur-10160,,
21ur-10161,21ur-10161,,
21ur-10162,21ur-10162,,
21ur-10163,21ur-10163,,
21ur-10164,21ur-10164,,
21ur-10165,21ur-10165,,
21ur-10166,21ur-10166,,
21ur-10167,21ur-10167,,
21ur-10168,21ur-10168,,
21ur-10169,21ur-10169,,
21ur-1017,21ur-1017,,
21ur-10170,21ur-10170,,
21ur-10171,21ur-10171,,
21ur-10172,21ur-10172,,
21ur-10173,21ur-10173,,
21ur-10174,21ur-10174,,
21ur-10175,21ur-10175,,
21ur-10176,21ur-10176,,
21ur-10177,21ur-10177,,
21ur-10179,21ur-10179,,
21ur-1018,21ur-1018,,
21ur-10180,21ur-10180,,
21ur-10181,21ur-10181,,
21ur-10183,21ur-10183,,
21ur-10184,21ur-10184,,
21ur-10185,21ur-10185,,
21ur-10186,21ur-10186,,
21ur-10187,21ur-10187,,
21ur-10188,21ur-10188,,
21ur-10189,21ur-10189,,
21ur-1019,21ur-1019,,
21ur-10190,21ur-10190,,
21ur-10191,21ur-10191,,
21ur-10193,21ur-10193,,
21ur-10194,21ur-10194,,
21ur-10195,21ur-10195,,
21ur-10196,21ur-10196,,
21ur-10197,21ur-10197,,
21ur-10198,21ur-10198,,
21ur-10199,21ur-10199,,
21ur-102,21ur-102,,
21ur-1020,21ur-1020,,
21ur-10200,21ur-10200,,
21ur-10201,21ur-10201,,
21ur-10202,21ur-10202,,
21ur-10204,21ur-10204,,
21ur-10205,21ur-10205,,
21ur-10206,21ur-10206,,
21ur-10207,21ur-10207,,
21ur-10208,21ur-10208,,
21ur-10209,21ur-10209,,
21ur-1021,21ur-1021,,
21ur-10210,21ur-10210,,
21ur-10211,21ur-10211,,
21ur-10212,21ur-10212,,
21ur-10213,21ur-10213,,
21ur-10214,21ur-10214,,
21ur-10215,21ur-10215,,
21ur-10216,21ur-10216,,
21ur-10217,21ur-10217,,
21ur-10218,21ur-10218,,
21ur-10219,21ur-10219,,
21ur-1022,21ur-1022,,
21ur-10220,21ur-10220,,
21ur-10221,21ur-10221,,
21ur-10222,21ur-10222,,
21ur-10223,21ur-10223,,
21ur-10224,21ur-10224,,
21ur-10225,21ur-10225,,
21ur-10226,21ur-10226,,
21ur-10228,21ur-10228,,
21ur-10229,21ur-10229,,
21ur-1023,21ur-1023,,
21ur-10230,21ur-10230,,
21ur-10231,21ur-10231,,
21ur-10232,21ur-10232,,
21ur-10233,21ur-10233,,
21ur-10234,21ur-10234,,
21ur-10235,21ur-10235,,
21ur-10236,21ur-10236,,
21ur-10237,21ur-10237,,
21ur-10238,21ur-10238,,
21ur-10239,21ur-10239,,
21ur-1024,21ur-1024,,
21ur-10240,21ur-10240,,
21ur-10241,21ur-10241,,
21ur-10242,21ur-10242,,
21ur-10243,21ur-10243,,
21ur-10244,21ur-10244,,
21ur-10245,21ur-10245,,
21ur-10246,21ur-10246,,
21ur-10247,21ur-10247,,
21ur-10248,21ur-10248,,
21ur-10249,21ur-10249,,
21ur-1025,21ur-1025,,
21ur-10250,21ur-10250,,
21ur-10252,21ur-10252,,
21ur-10254,21ur-10254,,
21ur-10255,21ur-10255,,
21ur-10256,21ur-10256,,
21ur-10257,21ur-10257,,
21ur-10258,21ur-10258,,
21ur-10259,21ur-10259,,
21ur-1026,21ur-1026,,
21ur-10260,21ur-10260,,
21ur-10261,21ur-10261,,
21ur-10262,21ur-10262,,
21ur-10263,21ur-10263,,
21ur-10264,21ur-10264,,
21ur-10265,21ur-10265,,
21ur-10266,21ur-10266,,
21ur-10267,21ur-10267,,
21ur-10268,21ur-10268,,
21ur-10269,21ur-10269,,
21ur-1027,21ur-1027,,
21ur-10270,21ur-10270,,
21ur-10271,21ur-10271,,
21ur-10273,21ur-10273,,
21ur-10274,21ur-10274,,
21ur-10275,21ur-10275,,
21ur-10276,21ur-10276,,
21ur-10277,21ur-10277,,
21ur-10278,21ur-10278,,
21ur-10279,21ur-10279,,
21ur-1028,21ur-1028,,
21ur-10280,21ur-10280,,
21ur-10281,21ur-10281,,
21ur-10282,21ur-10282,,
21ur-10283,21ur-10283,,
21ur-10284,21ur-10284,,
21ur-10285,21ur-10285,,
21ur-10286,21ur-10286,,
21ur-10287,21ur-10287,,
21ur-10289,21ur-10289,,
21ur-1029,21ur-1029,,
21ur-10290,21ur-10290,,
21ur-10291,21ur-10291,,
21ur-10292,21ur-10292,,
21ur-10293,21ur-10293,,
21ur-10294,21ur-10294,,
21ur-10295,21ur-10295,,
21ur-10296,21ur-10296,,
21ur-10297,21ur-10297,,
21ur-10298,21ur-10298,,
21ur-10299,21ur-10299,,
21ur-103,21ur-103,,
21ur-1030,21ur-1030,,
21ur-10300,21ur-10300,,
21ur-10301,21ur-10301,,
21ur-10302,21ur-10302,,
21ur-10303,21ur-10303,,
21ur-10304,21ur-10304,,
21ur-10305,21ur-10305,,
21ur-10306,21ur-10306,,
21ur-10307,21ur-10307,,
21ur-10308,21ur-10308,,
21ur-10309,21ur-10309,,
21ur-1031,21ur-1031,,
21ur-10310,21ur-10310,,
21ur-10311,21ur-10311,,
21ur-10312,21ur-10312,,
21ur-10313,21ur-10313,,
21ur-10316,21ur-10316,,
21ur-10317,21ur-10317,,
21ur-10318,21ur-10318,,
21ur-10319,21ur-10319,,
21ur-1032,21ur-1032,,
21ur-10320,21ur-10320,,
21ur-10321,21ur-10321,,
21ur-10322,21ur-10322,,
21ur-10324,21ur-10324,,
21ur-10325,21ur-10325,,
21ur-10326,21ur-10326,,
21ur-10327,21ur-10327,,
21ur-10328,21ur-10328,,
21ur-10329,21ur-10329,,
21ur-1033,21ur-1033,,
21ur-10331,21ur-10331,,
21ur-10332,21ur-10332,,
21ur-10333,21ur-10333,,
21ur-10334,21ur-10334,,
21ur-10335,21ur-10335,,
21ur-10336,21ur-10336,,
21ur-10337,21ur-10337,,
21ur-10338,21ur-10338,,
21ur-10339,21ur-10339,,
21ur-1034,21ur-1034,,
21ur-10340,21ur-10340,,
21ur-10341,21ur-10341,,
21ur-10342,21ur-10342,,
21ur-10343,21ur-10343,,
21ur-10344,21ur-10344,,
21ur-10345,21ur-10345,,
21ur-10346,21ur-10346,,
21ur-10347,21ur-10347,,
21ur-10348,21ur-10348,,
21ur-10349,21ur-10349,,
21ur-1035,21ur-1035,,
21ur-10350,21ur-10350,,
21ur-10351,21ur-10351,,
21ur-10352,21ur-10352,,
21ur-10353,21ur-10353,,
21ur-10354,21ur-10354,,
21ur-10355,21ur-10355,,
21ur-10356,21ur-10356,,
21ur-10357,21ur-10357,,
21ur-10358,21ur-10358,,
21ur-10359,21ur-10359,,
21ur-1036,21ur-1036,,
21ur-10360,21ur-10360,,
21ur-10361,21ur-10361,,
21ur-10362,21ur-10362,,
21ur-10363,21ur-10363,,
21ur-10364,21ur-10364,,
21ur-10365,21ur-10365,,
21ur-10366,21ur-10366,,
21ur-10367,21ur-10367,,
21ur-10368,21ur-10368,,
21ur-10369,21ur-10369,,
21ur-1037,21ur-1037,,
21ur-10370,21ur-10370,,
21ur-10371,21ur-10371,,
21ur-10372,21ur-10372,,
21ur-10373,21ur-10373,,
21ur-10374,21ur-10374,,
21ur-10375,21ur-10375,,
21ur-10376,21ur-10376,,
21ur-10377,21ur-10377,,
21ur-10378,21ur-10378,,
21ur-10379,21ur-10379,,
21ur-1038,21ur-1038,,
21ur-10380,21ur-10380,,
21ur-10381,21ur-10381,,
21ur-10382,21ur-10382,,
21ur-10383,21ur-10383,,
21ur-10384,21ur-10384,,
21ur-10385,21ur-10385,,
21ur-10386,21ur-10386,,
21ur-10387,21ur-10387,,
21ur-10388,21ur-10388,,
21ur-10389,21ur-10389,,
21ur-1039,21ur-1039,,
21ur-10390,21ur-10390,,
21ur-10391,21ur-10391,,
21ur-10392,21ur-10392,,
21ur-10393,21ur-10393,,
21ur-10394,21ur-10394,,
21ur-10395,21ur-10395,,
21ur-10396,21ur-10396,,
21ur-10397,21ur-10397,,
21ur-10398,21ur-10398,,
21ur-10399,21ur-10399,,
21ur-104,21ur-104,,
21ur-1040,21ur-1040,,
21ur-10400,21ur-10400,,
21ur-10401,21ur-10401,,
21ur-10402,21ur-10402,,
21ur-10403,21ur-10403,,
21ur-10404,21ur-10404,,
21ur-10406,21ur-10406,,
21ur-10407,21ur-10407,,
21ur-10408,21ur-10408,,
21ur-10409,21ur-10409,,
21ur-1041,21ur-1041,,
21ur-10410,21ur-10410,,
21ur-10411,21ur-10411,,
21ur-10412,21ur-10412,,
21ur-10413,21ur-10413,,
21ur-10414,21ur-10414,,
21ur-10415,21ur-10415,,
21ur-10416,21ur-10416,,
21ur-10417,21ur-10417,,
21ur-10418,21ur-10418,,
21ur-10419,21ur-10419,,
21ur-1042,21ur-1042,,
21ur-10420,21ur-10420,,
21ur-10421,21ur-10421,,
21ur-10422,21ur-10422,,
21ur-10423,21ur-10423,,
21ur-10424,21ur-10424,,
21ur-10425,21ur-10425,,
21ur-10426,21ur-10426,,
21ur-10427,21ur-10427,,
21ur-10428,21ur-10428,,
21ur-10429,21ur-10429,,
21ur-1043,21ur-1043,,
21ur-10430,21ur-10430,,
21ur-10431,21ur-10431,,
21ur-10432,21ur-10432,,
21ur-10433,21ur-10433,,
21ur-10434,21ur-10434,,
21ur-10435,21ur-10435,,
21ur-10436,21ur-10436,,
21ur-10437,21ur-10437,,
21ur-10438,21ur-10438,,
21ur-10439,21ur-10439,,
21ur-1044,21ur-1044,,
21ur-10440,21ur-10440,,
21ur-10441,21ur-10441,,
21ur-10442,21ur-10442,,
21ur-10443,21ur-10443,,
21ur-10444,21ur-10444,,
21ur-10445,21ur-10445,,
21ur-10446,21ur-10446,,
21ur-10447,21ur-10447,,
21ur-10449,21ur-10449,,
21ur-1045,21ur-1045,,
21ur-10450,21ur-10450,,
21ur-10451,21ur-10451,,
21ur-10452,21ur-10452,,
21ur-10453,21ur-10453,,
21ur-10454,21ur-10454,,
21ur-10455,21ur-10455,,
21ur-10456,21ur-10456,,
21ur-10457,21ur-10457,,
21ur-10458,21ur-10458,,
21ur-10459,21ur-10459,,
21ur-1046,21ur-1046,,
21ur-10460,21ur-10460,,
21ur-10461,21ur-10461,,
21ur-10462,21ur-10462,,
21ur-10463,21ur-10463,,
21ur-10464,21ur-10464,,
21ur-10465,21ur-10465,,
21ur-10466,21ur-10466,,
21ur-10467,21ur-10467,,
21ur-10468,21ur-10468,,
21ur-10469,21ur-10469,,
21ur-1047,21ur-1047,,
21ur-10470,21ur-10470,,
21ur-10471,21ur-10471,,
21ur-10472,21ur-10472,,
21ur-10473,21ur-10473,,
21ur-10474,21ur-10474,,
21ur-10475,21ur-10475,,
21ur-10476,21ur-10476,,
21ur-10477,21ur-10477,,
21ur-10478,21ur-10478,,
21ur-10479,21ur-10479,,
21ur-1048,21ur-1048,,
21ur-10480,21ur-10480,,
21ur-10481,21ur-10481,,
21ur-10482,21ur-10482,,
21ur-10483,21ur-10483,,
21ur-10484,21ur-10484,,
21ur-10485,21ur-10485,,
21ur-10486,21ur-10486,,
21ur-10487,21ur-10487,,
21ur-10488,21ur-10488,,
21ur-10489,21ur-10489,,
21ur-1049,21ur-1049,,
21ur-10490,21ur-10490,,
21ur-10491,21ur-10491,,
21ur-10492,21ur-10492,,
21ur-10493,21ur-10493,,
21ur-10494,21ur-10494,,
21ur-10495,21ur-10495,,
21ur-10496,21ur-10496,,
21ur-10497,21ur-10497,,
21ur-10498,21ur-10498,,
21ur-10499,21ur-10499,,
21ur-105,21ur-105,,
21ur-1050,21ur-1050,,
21ur-10500,21ur-10500,,
21ur-10502,21ur-10502,,
21ur-10503,21ur-10503,,
21ur-10504,21ur-10504,,
21ur-10505,21ur-10505,,
21ur-10506,21ur-10506,,
21ur-10507,21ur-10507,,
21ur-10508,21ur-10508,,
21ur-10509,21ur-10509,,
21ur-1051,21ur-1051,,
21ur-10510,21ur-10510,,
21ur-10511,21ur-10511,,
21ur-10512,21ur-10512,,
21ur-10513,21ur-10513,,
21ur-10514,21ur-10514,,
21ur-10515,21ur-10515,,
21ur-10516,21ur-10516,,
21ur-10517,21ur-10517,,
21ur-10518,21ur-10518,,
21ur-10519,21ur-10519,,
21ur-1052,21ur-1052,,
21ur-10520,21ur-10520,,
21ur-10521,21ur-10521,,
21ur-10522,21ur-10522,,
21ur-10523,21ur-10523,,
21ur-10524,21ur-10524,,
21ur-10525,21ur-10525,,
21ur-10526,21ur-10526,,
21ur-10527,21ur-10527,,
21ur-10528,21ur-10528,,
21ur-10529,21ur-10529,,
21ur-1053,21ur-1053,,
21ur-10530,21ur-10530,,
21ur-10531,21ur-10531,,
21ur-10532,21ur-10532,,
21ur-10533,21ur-10533,,
21ur-10534,21ur-10534,,
21ur-10535,21ur-10535,,
21ur-10537,21ur-10537,,
21ur-10538,21ur-10538,,
21ur-10539,21ur-10539,,
21ur-1054,21ur-1054,,
21ur-10540,21ur-10540,,
21ur-10541,21ur-10541,,
21ur-10542,21ur-10542,,
21ur-10543,21ur-10543,,
21ur-10544,21ur-10544,,
21ur-10545,21ur-10545,,
21ur-10546,21ur-10546,,
21ur-10547,21ur-10547,,
21ur-10548,21ur-10548,,
21ur-10549,21ur-10549,,
21ur-1055,21ur-1055,,
21ur-10550,21ur-10550,,
21ur-10551,21ur-10551,,
21ur-10552,21ur-10552,,
21ur-10553,21ur-10553,,
21ur-10554,21ur-10554,,
21ur-10555,21ur-10555,,
21ur-10556,21ur-10556,,
21ur-10557,21ur-10557,,
21ur-10558,21ur-10558,,
21ur-10559,21ur-10559,,
21ur-1056,21ur-1056,,
21ur-10560,21ur-10560,,
21ur-10561,21ur-10561,,
21ur-10562,21ur-10562,,
21ur-10563,21ur-10563,,
21ur-10564,21ur-10564,,
21ur-10565,21ur-10565,,
21ur-10566,21ur-10566,,
21ur-10567,21ur-10567,,
21ur-10568,21ur-10568,,
21ur-10569,21ur-10569,,
21ur-1057,21ur-1057,,
21ur-10570,21ur-10570,,
21ur-10571,21ur-10571,,
21ur-10572,21ur-10572,,
21ur-10573,21ur-10573,,
21ur-10574,21ur-10574,,
21ur-10575,21ur-10575,,
21ur-10576,21ur-10576,,
21ur-10577,21ur-10577,,
21ur-10579,21ur-10579,,
21ur-1058,21ur-1058,,
21ur-10580,21ur-10580,,
21ur-10581,21ur-10581,,
21ur-10582,21ur-10582,,
21ur-10583,21ur-10583,,
21ur-10584,21ur-10584,,
21ur-10585,21ur-10585,,
21ur-10587,21ur-10587,,
21ur-10588,21ur-10588,,
21ur-10589,21ur-10589,,
21ur-1059,21ur-1059,,
21ur-10590,21ur-10590,,
21ur-10591,21ur-10591,,
21ur-10592,21ur-10592,,
21ur-10593,21ur-10593,,
21ur-10594,21ur-10594,,
21ur-10595,21ur-10595,,
21ur-10596,21ur-10596,,
21ur-10597,21ur-10597,,
21ur-10598,21ur-10598,,
21ur-10599,21ur-10599,,
21ur-106,21ur-106,,
21ur-1060,21ur-1060,,
21ur-10600,21ur-10600,,
21ur-10601,21ur-10601,,
21ur-10602,21ur-10602,,
21ur-10604,21ur-10604,,
21ur-10605,21ur-10605,,
21ur-10606,21ur-10606,,
21ur-10607,21ur-10607,,
21ur-10608,21ur-10608,,
21ur-10609,21ur-10609,,
21ur-1061,21ur-1061,,
21ur-10610,21ur-10610,,
21ur-10611,21ur-10611,,
21ur-10612,21ur-10612,,
21ur-10613,21ur-10613,,
21ur-10614,21ur-10614,,
21ur-10615,21ur-10615,,
21ur-10616,21ur-10616,,
21ur-10617,21ur-10617,,
21ur-10618,21ur-10618,,
21ur-10619,21ur-10619,,
21ur-1062,21ur-1062,,
21ur-10620,21ur-10620,,
21ur-10621,21ur-10621,,
21ur-10622,21ur-10622,,
21ur-10623,21ur-10623,,
21ur-10624,21ur-10624,,
21ur-10625,21ur-10625,,
21ur-10626,21ur-10626,,
21ur-10627,21ur-10627,,
21ur-10628,21ur-10628,,
21ur-10629,21ur-10629,,
21ur-1063,21ur-1063,,
21ur-10630,21ur-10630,,
21ur-10631,21ur-10631,,
21ur-10632,21ur-10632,,
21ur-10633,21ur-10633,,
21ur-10634,21ur-10634,,
21ur-10635,21ur-10635,,
21ur-10636,21ur-10636,,
21ur-10637,21ur-10637,,
21ur-10638,21ur-10638,,
21ur-10639,21ur-10639,,
21ur-1064,21ur-1064,,
21ur-10640,21ur-10640,,
21ur-10641,21ur-10641,,
21ur-10642,21ur-10642,,
21ur-10643,21ur-10643,,
21ur-10644,21ur-10644,,
21ur-10645,21ur-10645,,
21ur-10646,21ur-10646,,
21ur-10647,21ur-10647,,
21ur-10648,21ur-10648,,
21ur-10649,21ur-10649,,
21ur-1065,21ur-1065,,
21ur-10650,21ur-10650,,
21ur-10651,21ur-10651,,
21ur-10652,21ur-10652,,
21ur-10653,21ur-10653,,
21ur-10654,21ur-10654,,
21ur-10655,21ur-10655,,
21ur-10656,21ur-10656,,
21ur-10657,21ur-10657,,
21ur-10658,21ur-10658,,
21ur-10659,21ur-10659,,
21ur-1066,21ur-1066,,
21ur-10660,21ur-10660,,
21ur-10661,21ur-10661,,
21ur-10662,21ur-10662,,
21ur-10663,21ur-10663,,
21ur-10664,21ur-10664,,
21ur-10665,21ur-10665,,
21ur-10666,21ur-10666,,
21ur-10667,21ur-10667,,
21ur-10668,21ur-10668,,
21ur-10669,21ur-10669,,
21ur-1067,21ur-1067,,
21ur-10670,21ur-10670,,
21ur-10671,21ur-10671,,
21ur-10672,21ur-10672,,
21ur-10673,21ur-10673,,
21ur-10674,21ur-10674,,
21ur-10675,21ur-10675,,
21ur-10676,21ur-10676,,
21ur-10677,21ur-10677,,
21ur-10678,21ur-10678,,
21ur-10679,21ur-10679,,
21ur-1068,21ur-1068,,
21ur-10680,21ur-10680,,
21ur-10681,21ur-10681,,
21ur-10682,21ur-10682,,
21ur-10683,21ur-10683,,
21ur-10684,21ur-10684,,
21ur-10685,21ur-10685,,
21ur-10686,21ur-10686,,
21ur-10687,21ur-10687,,
21ur-10688,21ur-10688,,
21ur-10689,21ur-10689,,
21ur-1069,21ur-1069,,
21ur-10690,21ur-10690,,
21ur-10691,21ur-10691,,
21ur-10692,21ur-10692,,
21ur-10693,21ur-10693,,
21ur-10694,21ur-10694,,
21ur-10695,21ur-10695,,
21ur-10696,21ur-10696,,
21ur-10697,21ur-10697,,
21ur-10698,21ur-10698,,
21ur-10699,21ur-10699,,
21ur-107,21ur-107,,
21ur-1070,21ur-1070,,
21ur-10700,21ur-10700,,
21ur-10701,21ur-10701,,
21ur-10702,21ur-10702,,
21ur-10703,21ur-10703,,
21ur-10704,21ur-10704,,
21ur-10705,21ur-10705,,
21ur-10706,21ur-10706,,
21ur-10708,21ur-10708,,
21ur-10709,21ur-10709,,
21ur-1071,21ur-1071,,
21ur-10710,21ur-10710,,
21ur-10711,21ur-10711,,
21ur-10712,21ur-10712,,
21ur-10713,21ur-10713,,
21ur-10714,21ur-10714,,
21ur-10715,21ur-10715,,
21ur-10716,21ur-10716,,
21ur-10717,21ur-10717,,
21ur-10718,21ur-10718,,
21ur-10719,21ur-10719,,
21ur-1072,21ur-1072,,
21ur-10720,21ur-10720,,
21ur-10721,21ur-10721,,
21ur-10722,21ur-10722,,
21ur-10723,21ur-10723,,
21ur-10724,21ur-10724,,
21ur-10725,21ur-10725,,
21ur-10726,21ur-10726,,
21ur-10727,21ur-10727,,
21ur-10728,21ur-10728,,
21ur-10729,21ur-10729,,
21ur-1073,21ur-1073,,
21ur-10730,21ur-10730,,
21ur-10731,21ur-10731,,
21ur-10732,21ur-10732,,
21ur-10733,21ur-10733,,
21ur-10734,21ur-10734,,
21ur-10735,21ur-10735,,
21ur-10736,21ur-10736,,
21ur-10737,21ur-10737,,
21ur-10738,21ur-10738,,
21ur-10739,21ur-10739,,
21ur-1074,21ur-1074,,
21ur-10740,21ur-10740,,
21ur-10741,21ur-10741,,
21ur-10742,21ur-10742,,
21ur-10743,21ur-10743,,
21ur-10744,21ur-10744,,
21ur-10745,21ur-10745,,
21ur-10746,21ur-10746,,
21ur-10747,21ur-10747,,
21ur-10748,21ur-10748,,
21ur-10749,21ur-10749,,
21ur-1075,21ur-1075,,
21ur-10750,21ur-10750,,
21ur-10751,21ur-10751,,
21ur-10752,21ur-10752,,
21ur-10753,21ur-10753,,
21ur-10754,21ur-10754,,
21ur-10755,21ur-10755,,
21ur-10756,21ur-10756,,
21ur-10757,21ur-10757,,
21ur-10758,21ur-10758,,
21ur-10759,21ur-10759,,
21ur-1076,21ur-1076,,
21ur-10760,21ur-10760,,
21ur-10761,21ur-10761,,
21ur-10762,21ur-10762,,
21ur-10763,21ur-10763,,
21ur-10764,21ur-10764,,
21ur-10765,21ur-10765,,
21ur-10766,21ur-10766,,
21ur-10767,21ur-10767,,
21ur-10768,21ur-10768,,
21ur-10769,21ur-10769,,
21ur-1077,21ur-1077,,
21ur-10770,21ur-10770,,
21ur-10771,21ur-10771,,
21ur-10772,21ur-10772,,
21ur-10773,21ur-10773,,
21ur-10774,21ur-10774,,
21ur-10775,21ur-10775,,
21ur-10776,21ur-10776,,
21ur-10777,21ur-10777,,
21ur-10778,21ur-10778,,
21ur-10779,21ur-10779,,
21ur-1078,21ur-1078,,
21ur-10780,21ur-10780,,
21ur-10781,21ur-10781,,
21ur-10782,21ur-10782,,
21ur-10783,21ur-10783,,
21ur-10784,21ur-10784,,
21ur-10785,21ur-10785,,
21ur-10786,21ur-10786,,
21ur-10787,21ur-10787,,
21ur-10788,21ur-10788,,
21ur-10789,21ur-10789,,
21ur-1079,21ur-1079,,
21ur-10790,21ur-10790,,
21ur-10791,21ur-10791,,
21ur-10792,21ur-10792,,
21ur-10793,21ur-10793,,
21ur-10794,21ur-10794,,
21ur-10795,21ur-10795,,
21ur-10796,21ur-10796,,
21ur-10797,21ur-10797,,
21ur-10798,21ur-10798,,
21ur-10799,21ur-10799,,
21ur-108,21ur-108,,
21ur-1080,21ur-1080,,
21ur-10800,21ur-10800,,
21ur-10801,21ur-10801,,
21ur-10802,21ur-10802,,
21ur-10803,21ur-10803,,
21ur-10804,21ur-10804,,
21ur-10805,21ur-10805,,
21ur-10806,21ur-10806,,
21ur-10807,21ur-10807,,
